No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
92,Dorance Armstrong Jr.,22,DE,15,0,255,6-4,Kansas,6/10/1997,1,2,Dallas Cowboys / 4th / 116th pick / 2018,$570000,ArmsDo00
41,Ray-Ray Armstrong,28,LB,1,0,220,6-3,Miami (FL),3/5/1991,6,0,,,ArmsRa01
10,Tavon Austin,29,WR,14,0,179,5-8,West Virginia,3/15/1990,6,2,St. Louis Rams / 1st / 8th pick / 2013,$1000000,AustTa00
24,Chidobe Awuzie,24,CB,16,16,202,6-0,Colorado,5/24/1995,2,6,Dallas Cowboys / 2nd / 60th pick / 2017,$854417,AwuzCh00
79,Michael Bennett,34,DE,9,0,275,6-4,Texas A&M,11/13/1985,10,2,,,BennMi99
30,Anthony Brown,26,CB,9,4,196,5-11,Boston Col.Purdue,12/15/1993,3,2,Dallas Cowboys / 6th / 189th pick / 2016,$2025000,BrowAn02
83,Ventell Bryant,23,WR,12,0,205,6-3,Temple,8/24/1996,Rook,0,,,BryaVe00
33,Deante Burton,25,WR,3,0,205,6-2,Kansas St.,7/12/1994,1,0,,,BurtDe00
46,Jordan Chunn,24,RB,1,0,230,6-0,Troy,1/2/1995,Rook,0,,$495000,ChunJo00
18,Randall Cobb,29,WR,15,6,195,5-10,Kentucky,8/22/1990,8,7,Green Bay Packers / 2nd / 64th pick / 2011,$2000000,CobbRa00
71,La'el Collins,26,OT,15,15,320,6-4,LSU,7/26/1993,4,8,,$6516750,CollLa01
96,Maliek Collins,24,DT,16,16,310,6-2,Nebraska,4/8/1995,3,8,Dallas Cowboys / 3rd / 67th pick / 2016,$2025000,CollMa00
19,Amari Cooper,25,WR,16,16,210,6-1,Alabama,6/17/1994,4,9,Oakland Raiders / 1st / 4th pick / 2015,$13924000,CoopAm00
59,Chris Covington,23,LB,3,0,245,6-2,Indiana,1/3/1996,1,0,Dallas Cowboys / 6th / 193rd pick / 2018,$570000,CoviCh01
95,Christian Covington,26,DT,16,6,289,6-2,Rice,10/16/1993,4,4,Houston Texans / 6th / 216th pick / 2015,$1000000,CoviCh00
98,Tyrone Crawford,30,DE,4,2,290,6-4,Boise St.,11/22/1989,7,1,Dallas Cowboys / 3rd / 81st pick / 2012,$7000000,CrawTy00
21,Ezekiel Elliott,24,RB,16,16,228,6-0,Ohio St.,7/22/1995,3,11,Dallas Cowboys / 1st / 4th pick / 2016,$3853137,ElliEz00
75,Cameron Fleming,27,OT,14,3,325,6-6,Stanford,9/3/1992,5,3,New England Patriots / 4th / 140th pick / 2014,$1000000,FlemCa00
3,Kai Forbath,32,K,3,0,197,5-11,UCLA,9/2/1987,8,2,,,ForbKa00
35,Kavon Frazier,25,FS,4,0,220,6-0,Central Michigan,8/11/1994,3,0,Dallas Cowboys / 6th / 212th pick / 2016,$720000,FrazKa00
72,Travis Frederick,28,C,16,16,320,6-4,Wisconsin,3/18/1991,6,11,Dallas Cowboys / 1st / 31st pick / 2013,$6000000,FredTr00
13,Michael Gallup,23,WR,14,12,198,6-1,Colorado St.,3/4/1996,1,9,Dallas Cowboys / 3rd / 81st pick / 2018,$629000,GallMi00
57,Luke Gifford,24,LB,6,0,243,6-3,Nebraska,8/28/1995,Rook,0,,$495000,GiffLu00
29,C.J. Goodwin,29,DB,16,0,190,6-3,California (PA),2/4/1990,5,1,,$720000,GoodC.00
38,Jeff Heath,28,S,13,13,212,6-1,Saginaw Valley St.,5/14/1991,6,5,,$2000000,HeatJe00
97,Trysten Hill,21,DL,7,0,308,6-3,Central Florida,3/25/1998,Rook,1,Dallas Cowboys / 2nd / 58th pick / 2019,$495000,HillTr00
51,Kerry Hyder,28,DT,16,0,275,6-2,Texas Tech,5/2/1991,5,2,,$700000,HydeKe01
56,Joe Jackson,23,EDGE,5,0,278,6-4,Miami (FL),12/20/1996,Rook,0,Dallas Cowboys / 5th / 165th pick / 2019,$495000,JackJo02
89,Blake Jarwin,25,TE,16,7,260,6-5,Oklahoma St.,7/16/1994,2,3,,$645000,JarwBl00
31,Byron Jones,27,CB,15,14,194,6-1,Connecticut,9/26/1992,4,5,Dallas Cowboys / 1st / 27th pick / 2015,$6266000,JoneBy00
6,Chris Jones,30,P,16,0,205,6-0,Carson-Newman,7/21/1989,8,1,,$1800000,JoneCh02
26,Josh Jones,25,S,6,0,220,6-2,North Carolina St.,9/20/1994,2,0,Green Bay Packers / 2nd / 61st pick / 2017,,JoneJo06
69,Brandon Knight,22,OL,7,1,314,6-5,Indiana,4/1/1997,Rook,1,,$495000,KnigBr01
91,L.P. Ladouceur,38,LS,16,0,256,6-5,California,3/13/1981,14,1,,$1030000,LadoL.20
90,DeMarcus Lawrence,27,DE,16,16,265,6-3,Butler (KS)Boise St.,4/28/1992,5,9,Dallas Cowboys / 2nd / 34th pick / 2014,$1500000,LawrDe00
50,Sean Lee,33,MLB,16,13,245,6-2,Penn St.,7/22/1986,9,7,Dallas Cowboys / 2nd / 55th pick / 2010,$2000000,LeexSe99
27,Jourdan Lewis,24,CB,16,5,195,5-10,Michigan,8/31/1995,2,4,Dallas Cowboys / 3rd / 92nd pick / 2017,$675000,LewiJo01
73,Joe Looney,29,G,16,1,315,6-3,Wake Forest,8/31/1990,7,2,San Francisco 49ers / 4th / 117th pick / 2012,$1000000,LoonJo01
2,Brett Maher,30,K,13,0,183,6-1,Nebraska,11/21/1989,1,0,,$570000,MaheBr01
53,Justin March,26,RILB,16,0,222,6-0,Akron,7/5/1993,3,1,,$720000,MarcJu00
70,Zack Martin,29,G,16,16,315,6-4,Notre Dame,11/20/1990,5,17,Dallas Cowboys / 1st / 16th pick / 2014,$10000000,MartZa00
49,Jamize Olawale,30,FB,16,5,240,6-1,North Texas,4/17/1989,7,0,,$1000000,OlawJa00
32,Donovan Olumba,24,CB,1,0,205,6-2,Portland St.,9/26/1995,Rook,0,,$495000,OlumDo00
20,Tony Pollard,22,RB,15,0,209,6-0,Memphis,4/30/1997,Rook,3,Dallas Cowboys / 4th / 128th pick / 2019,$495000,PollTo00
4,Dak Prescott,26,QB,16,16,238,6-2,Mississippi St.,7/29/1993,3,15,Dallas Cowboys / 4th / 135th pick / 2016,$2025000,PresDa01
58,Robert Quinn,29,DE,14,14,245,6-4,North Carolina,5/18/1990,8,8,St. Louis Rams / 1st / 14th pick / 2011,$6000000,QuinRo00
7,Cooper Rush,26,QB,2,0,225,6-3,Central Michigan,11/21/1993,2,0,,$645000,RushCo00
86,Dalton Schultz,23,TE,16,0,244,6-5,Stanford,7/11/1996,1,0,Dallas Cowboys / 4th / 137th pick / 2018,$570000,SchuDa00
15,Devin Smith,27,WR,4,2,199,6-1,Ohio St.,3/3/1992,4,1,New York Jets / 2nd / 37th pick / 2015,$645000,SmitDe04
54,Jaylon Smith,24,OLB,16,16,245,6-2,Notre Dame,6/14/1995,2,12,Dallas Cowboys / 2nd / 34th pick / 2016,$1335678,SmitJa05
43,Malcolm Smith,30,MLB,2,1,225,6-0,USC,7/5/1989,8,1,Seattle Seahawks / 7th / 242nd pick / 2011,,SmitMa02
77,Tyron Smith,29,OT,13,13,320,6-5,USC,12/12/1990,8,9,Dallas Cowboys / 1st / 9th pick / 2011,$10000000,SmitTy00
76,Xavier Su'a-Filo,28,OG,11,4,312,6-4,UCLA,1/1/1991,5,3,Houston Texans / 2nd / 33rd pick / 2014,$805000,Sua-Xa00
48,Joe Thomas,28,LB,15,2,233,6-1,South Carolina St.,5/6/1991,5,2,,$1750000,ThomJo04
23,Darian Thompson,26,FS,15,4,211,6-2,Boise St.,9/22/1993,3,2,New York Giants / 3rd / 71st pick / 2016,$720000,ThomDa05
55,Leighton Vander Esch,23,OLB,9,9,256,6-4,Boise St.,2/8/1996,1,5,Dallas Cowboys / 1st / 19th pick / 2018,$1018535,VandLe00
52,Connor Williams,22,OT,11,11,298,6-5,Texas,5/12/1997,1,6,Dallas Cowboys / 2nd / 50th pick / 2018,$729500,WillCo00
11,Cedrick Wilson Jr.,24,WR,6,0,200,6-2,Boise St.,11/20/1995,1,0,Dallas Cowboys / 6th / 208th pick / 2018,$495000,WilsCe01
37,Donovan Wilson,24,S,11,0,204,6-0,Texas A&M,2/21/1995,Rook,1,Dallas Cowboys / 6th / 213th pick / 2019,$495000,WilsDo01
