No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
20,Mike Adams,30,DB,16,16,205,5-11,Delaware,3/24/1981,7,8,,AdamMi21
58,Marcus Benard,26,LB,4,0,256,6-2,Jackson St.,7/26/1985,2,0,,BenaMa00
24,Sheldon Brown,32,DB,16,16,200,5-10,South Carolina,3/19/1979,9,8,Philadelphia Eagles / 2nd / 59th pick / 2002,BrowSh20
59,Titus Brown,25,DE,10,0,305,6-4,Mississippi St.,3/27/1986,3,1,,BrowTi20
84,Jordan Cameron,23,TE,8,2,265,6-5,USC,8/7/1988,Rook,0,Cleveland Browns / 4th / 102nd pick / 2011,CameJo00
33,Thomas Clayton,27,RB,3,0,225,5-11,Kansas St.,4/26/1984,1,0,,ClayTh00
72,Oniel Cousins,27,T,4,1,315,6-4,Texas-El Paso,6/29/1984,3,1,Baltimore Ravens / 3rd / 99th pick / 2008,CousOn00
16,Josh Cribbs,28,WR,16,7,192,6-1,Kent St.,6/9/1983,6,4,,CribJo01
4,Phil Dawson,36,K,16,0,200,5-11,Texas,1/23/1975,12,4,,dawsophi01
34,James Dockery,23,DB,12,0,185,6-1,Oregon St.,11/9/1988,Rook,1,,DockJa00
94,Auston English,24,DL,7,0,250,6-3,Oklahoma,3/10/1987,Rook,1,,EnglAu00
99,Scott Fujita,32,LB,10,10,250,6-5,California,4/28/1979,9,5,Kansas City Chiefs / 5th / 143rd pick / 2002,FujiSc20
51,Chris Gocong,28,DE,16,16,263,6-2,Cal Poly-San Luis Obispo,11/16/1983,4,8,Philadelphia Eagles / 3rd / 71st pick / 2006,GocoCh99
77,John Greco,26,T,15,0,318,6-4,Toledo,3/24/1985,3,1,St. Louis Rams / 3rd / 65th pick / 2008,GrecJo20
87,Dan Gronkowski,26,TE,2,0,255,6-6,Maryland,1/21/1985,2,0,Detroit Lions / 7th / 255th pick / 2009,GronDa00
23,Joe Haden,22,DB,15,15,195,5-11,Florida,4/14/1989,1,7,Cleveland Browns / 1st / 7th pick / 2010,HadeJo99
27,Eric Hagg,22,DB,10,0,206,6-1,Nebraska,9/15/1989,Rook,1,Cleveland Browns / 7th / 248th pick / 2011,HaggEr00
