No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
56,Cliff Avril,29,DE,16,16,260,6-3,Purdue,4/8/1986,7,9,Detroit Lions / 3rd / 92nd pick / 2008,AvriCl99
78,Alvin Bailey,24,OG,14,3,312,6-3,Arkansas,8/26/1991,2,3,,BailAl01
37,Dion Bailey,23,FS,2,1,201,6-0,USC,3/2/1992,1,0,,BailDi00
89,Doug Baldwin,27,WR,16,16,192,5-10,Stanford,9/21/1988,4,11,,BaldDo00
72,Michael Bennett,30,DE,16,16,275,6-4,Texas A&M,11/13/1985,6,12,,BennMi99
68,Justin Britt,24,OT,16,16,315,6-6,Missouri,5/29/1991,1,9,Seattle Seahawks / 2nd / 64th pick / 2014,BritJu00
36,Bryce Brown,24,RB,3,0,223,6-0,Kansas St.,5/14/1991,3,1,Philadelphia Eagles / 7th / 229th pick / 2012,BrowBr02
28,Marcus Burley,25,CB,13,1,190,5-10,Delaware,7/16/1990,2,2,,BurlMa00
32,Crezdon Butler,28,DB,1,0,183,6-0,Clemson,5/26/1987,5,0,Pittsburgh Steelers / 5th / 164th pick / 2010,ButlCr99
31,Kam Chancellor,27,DB,11,11,225,6-3,Virginia Tech,4/3/1988,5,8,Seattle Seahawks / 5th / 133rd pick / 2010,ChanKa99
55,Frank Clark,22,DE,15,0,261,6-3,Michigan,6/14/1993,Rook,2,Seattle Seahawks / 2nd / 63rd pick / 2015,ClarFr01
86,Chase Coffman,29,TE,1,0,250,6-5,Missouri,11/10/1986,6,0,Cincinnati Bengals / 3rd / 98th pick / 2009,CoffCh00
40,Derrick Coleman,25,RB,14,3,233,6-0,UCLA,10/18/1990,3,0,,ColeDe00
52,Brock Coyle,25,MLB,8,0,245,6-1,Montana,10/12/1990,1,1,,CoylBr00
11,B.J. Daniels,27,QB,6,0,217,5-11,South Florida,10/24/1988,2,0,San Francisco 49ers / 7th / 237th pick / 2013,DaniB.00
30,Akeem Davis,26,S,1,0,200,6-1,Memphis,12/25/1989,1,0,,DaviAk00
95,Demarcus Dobbs,28,DE,11,0,275,6-6,Georgia,11/30/1987,4,1,,DobbDe00
99,A.J. Francis,25,DL,2,0,337,6-5,Maryland,5/7/1990,2,0,,FranA.00
79,Garry Gilliam,25,T,16,16,305,6-5,Penn St.,11/26/1990,1,9,,GillGa01
63,Mark Glowinski,23,OG,10,1,310,6-4,LackawannaWest Virginia,5/3/1992,Rook,1,Seattle Seahawks / 4th / 134th pick / 2015,GlowMa00
88,Jimmy Graham,29,TE,11,11,259,6-7,Miami (FL),11/24/1986,5,6,New Orleans Saints / 3rd / 95th pick / 2010,GrahJi00
49,Clint Gresham,29,LB,16,0,238,6-3,TCU,8/24/1986,5,1,,GresCl00
32,DuJuan Harris,27,RB,2,0,197,5-7,Troy,9/3/1988,4,0,,HarrDu01
4,Stephen Hauschka,30,K,16,0,210,6-4,MiddleburyNorth Carolina St.,6/29/1985,7,5,,HausSt00
84,Cooper Helfet,26,TE,14,2,240,6-4,Duke,6/2/1989,3,1,,HelfCo00
97,Jordan Hill,24,DT,10,1,303,6-1,Penn St.,2/8/1991,2,2,Seattle Seahawks / 3rd / 87th pick / 2013,HillJo01
51,Bruce Irvin,28,DE,15,12,250,6-3,Butler (KS)West Virginia,11/1/1987,3,6,Seattle Seahawks / 1st / 15th pick / 2012,IrviBr00
22,Fred Jackson,34,RB,16,0,215,6-1,Coe College,2/20/1981,8,3,,JackFr02
7,Tarvaris Jackson,32,QB,4,0,225,6-2,ArkansasAlabama St.,4/21/1983,9,0,Minnesota Vikings / 2nd / 64th pick / 2006,JackTa00
61,Lemuel Jeanpierre,28,GC,10,0,301,6-1,South Carolina,5/19/1987,4,1,,JeanLe00
15,Jermaine Kearse,25,WR,16,16,210,6-1,Washington,2/6/1990,3,7,,KearJe01
93,David King,26,DE,4,0,281,6-4,Oklahoma,12/27/1989,2,0,Philadelphia Eagles / 7th / 239th pick / 2013,KingDa00
20,Jeremy Lane,25,CB,6,2,184,6-0,Northwestern St. (LA),7/14/1990,3,2,Seattle Seahawks / 6th / 172nd pick / 2012,LaneJe00
65,Patrick Lewis,24,C,10,9,311,6-1,Texas A&M,1/30/1991,2,5,,LewiPa00
16,Tyler Lockett,23,WR,16,8,182,5-10,Kansas St.,9/28/1992,Rook,9,Seattle Seahawks / 3rd / 69th pick / 2015,LockTy00
83,Ricardo Lockette,29,WR,8,0,211,6-2,Fort Valley St.,5/21/1986,4,1,,LockRi00
24,Marshawn Lynch,29,RB,7,6,215,5-11,California,4/22/1986,8,4,Buffalo Bills / 1st / 12th pick / 2007,LyncMa00
91,Cassius Marsh,23,DE,16,0,254,6-4,UCLA,7/7/1992,1,2,Seattle Seahawks / 4th / 108th pick / 2014,MarsCa00
13,Chris Matthews,26,WR,9,0,218,6-5,Kentucky,10/6/1989,1,1,,MattCh00
85,Anthony McCoy,28,TE,1,0,244,6-5,USC,12/12/1987,5,0,Seattle Seahawks / 6th / 185th pick / 2010,McCoAn00
33,Kelcie McCray,27,S,16,3,205,6-2,Arkansas St.,9/21/1988,3,2,,McCrKe00
92,Brandon Mebane,30,DT,15,15,311,6-1,California,1/15/1985,8,7,Seattle Seahawks / 3rd / 85th pick / 2007,MebaBr99
32,Christine Michael,25,RB,3,2,220,5-10,Texas A&M,11/9/1990,2,2,Seattle Seahawks / 2nd / 62nd pick / 2013,MichCh00
53,Nick Moody,25,OLB,3,0,245,6-1,Florida St.,1/29/1990,2,0,San Francisco 49ers / 6th / 180th pick / 2013,MoodNi00
57,Mike Morgan,27,LB,14,2,224,6-4,USC,1/16/1988,4,2,,MorgMi00
62,Drew Nowak,25,DT,8,7,300,6-3,Western Michigan,3/7/1990,3,4,,NowaDr00
76,Russell Okung,27,T,13,13,310,6-5,Oklahoma St.,10/7/1988,5,7,Seattle Seahawks / 1st / 6th pick / 2010,OkunRu20
