No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
76,Branden Albert,25,G,14,14,314,6-5,Virginia,11/4/1984,1,5,Kansas City Chiefs / 1st / 15th pick / 2008,AlbeBr20
62,Andy Alleman,26,G,9,3,310,6-4,Akron,11/20/1983,1,2,New Orleans Saints / 3rd / 88th pick / 2007,AlleAn20
26,Jackie Battle,26,RB,5,0,238,6-2,Houston,10/1/1983,2,0,,BattJa00
52,Monty Beisel,31,MLB,3,0,246,6-4,Kansas St.,8/20/1978,8,0,Kansas City Chiefs / 4th / 107th pick / 2001,BeisMo20
59,Jovan Belcher,22,LILB,16,3,228,6-2,Maine,7/24/1987,Rook,2,,BelcJo00
82,Dwayne Bowe,25,WR,11,9,221,6-2,LSU,9/21/1984,2,4,Kansas City Chiefs / 1st / 23rd pick / 2007,BoweDw00
83,Mark Bradley,27,WR,13,6,201,6-1,Oklahoma,1/29/1982,4,3,Chicago Bears / 2nd / 39th pick / 2005,BradMa00
30,Mike Brown,31,DB,16,16,207,5-10,Nebraska,2/13/1978,9,7,Chicago Bears / 2nd / 39th pick / 2000,BrowMi99
39,Brandon Carr,23,DB,16,16,210,6-0,Grand Valley St.,5/19/1986,1,6,Kansas City Chiefs / 5th / 140th pick / 2008,CarrBr99
7,Matt Cassel,27,QB,15,15,225,6-4,USC,5/17/1982,4,7,New England Patriots / 7th / 230th pick / 2005,CassMa00
46,Tim Castille,25,RB,7,0,242,5-11,Alabama,5/29/1984,1,1,,CastTi20
11,Chris Chambers,31,WR,9,9,210,5-11,Wisconsin,8/12/1978,8,5,Miami Dolphins / 2nd / 52nd pick / 2001,ChamCh00
25,Jamaal Charles,23,RB,15,10,199,5-11,Texas,12/27/1986,1,9,Kansas City Chiefs / 3rd / 73rd pick / 2008,CharJa00
23,Ricardo Colclough,26,DB,1,0,194,5-11,Tusculum,9/26/1983,5,0,Pittsburgh Steelers / 2nd / 38th pick / 2004,ColcRi20
2,Dustin Colquitt,27,P,16,0,210,6-3,Tennessee,5/6/1982,4,3,Kansas City Chiefs / 3rd / 99th pick / 2005,ColqDu20
10,Terrance Copper,27,WR,15,2,207,6-0,East Carolina,3/12/1982,5,1,,CoppTe00
87,Brad Cottam,25,TE,8,1,271,6-8,Tennessee,11/28/1984,1,1,Kansas City Chiefs / 3rd / 76th pick / 2008,CottBr00
42,Mike Cox,24,RB,16,10,259,6-0,Georgia Tech,7/11/1985,1,1,,Cox_Mi20
12,Brodie Croyle,26,QB,3,1,206,6-2,Alabama,2/6/1983,3,1,Kansas City Chiefs / 3rd / 85th pick / 2006,CroyBr00
34,Travis Daniels,27,DB,9,2,195,6-1,LSU,9/8/1982,4,1,Miami Dolphins / 4th / 104th pick / 2005,DaniTr20
72,Glenn Dorsey,24,DT,15,14,316,6-2,LSU,8/1/1985,1,7,Kansas City Chiefs / 1st / 5th pick / 2008,DorsGl99
95,Ron Edwards,30,DT,16,14,325,6-3,Texas A&M,7/12/1979,8,6,Buffalo Bills / 3rd / 76th pick / 2001,EdwaRo20
84,Bobby Engram,36,WR,5,0,192,5-10,Penn St.,1/7/1973,13,0,Chicago Bears / 2nd / 52nd pick / 1996,EngrBo00
24,Brandon Flowers,23,DB,15,15,190,5-10,Virginia Tech,2/18/1986,1,7,Kansas City Chiefs / 2nd / 35th pick / 2008,FlowBr99
43,Thomas Gafford,26,LB,16,0,250,6-2,Houston,1/29/1983,1,2,,GaffTh20
70,Dion Gales,24,DT,3,0,259,6-5,Troy,8/17/1985,Rook,0,,GaleDi00
92,Wallace Gilberry,25,DE,16,0,267,6-3,Alabama,12/5/1984,1,2,,GilbWa00
79,Mike Goff,33,G,8,7,311,6-5,Iowa,1/6/1976,11,3,Cincinnati Bengals / 3rd / 78th pick / 1998,GoffMi20
15,Matt Gutierrez,25,QB,1,0,235,6-4,Idaho St.,6/9/1984,2,0,,GutiMa00
91,Tamba Hali,26,DE,16,16,275,6-3,Penn St.,11/3/1983,3,7,Kansas City Chiefs / 1st / 20th pick / 2006,HaliTa20
52,David Herron,25,MLB,10,0,248,6-1,Michigan St.,6/17/1984,2,1,,HerrDa99
94,Tyson Jackson,23,DE,16,14,295,6-4,LSU,6/6/1986,Rook,6,Kansas City Chiefs / 1st / 3rd pick / 2009,JackTy98
56,Derrick Johnson,27,LOLB,15,3,242,6-3,Texas,11/22/1982,4,3,Kansas City Chiefs / 1st / 15th pick / 2005,JohnDe25
27,Larry Johnson,30,RB,7,7,235,6-1,Penn St.,11/19/1979,6,3,Kansas City Chiefs / 1st / 27th pick / 2003,JohnLa00
14,Quinten Lawrence,25,WR,6,1,175,6-1,McNeese St.,9/21/1984,Rook,0,Kansas City Chiefs / 6th / 175th pick / 2009,LawrQu00
31,Maurice Leggett,23,DB,10,1,188,5-11,Valdosta St.,10/2/1986,1,1,,LeggMa99
69,Derek Lokey,24,DT,2,0,287,6-1,Texas,11/25/1985,1,0,,LokeDe20
17,Lance Long,24,WR,7,1,186,5-11,Mississippi St.,5/4/1985,1,1,,LongLa00
71,Alex Magee,22,DT,15,1,295,6-2,Purdue,4/28/1987,Rook,1,Kansas City Chiefs / 3rd / 67th pick / 2009,MageAl99
51,Corey Mays,26,RILB,16,13,245,6-1,Notre Dame,11/27/1983,3,6,,MaysCo20
47,Jon McGraw,30,DB,14,9,208,6-3,Kansas St.,4/2/1979,7,4,New York Jets / 2nd / 57th pick / 2002,McGrJo21
38,DaJuan Morgan,24,DB,13,2,200,6-1,North Carolina St.,10/21/1985,1,2,Kansas City Chiefs / 3rd / 82nd pick / 2008,MorgDa98
60,Ikechuku Ndukwe,27,G,12,3,338,6-4,Northwestern,7/17/1982,3,2,,NdukIk20
64,Rudy Niswanger,27,C,16,16,301,6-5,LSU,11/9/1982,3,6,,NiswRu20
75,Ryan O'Callaghan,26,T,14,12,330,6-7,California,7/19/1983,3,5,New England Patriots / 5th / 136th pick / 2006,OCalRy20
85,Jake O'Connell,24,TE,4,2,255,6-4,Miami (OH),11/6/1985,Rook,0,Kansas City Chiefs / 7th / 237th pick / 2009,OConJa00
44,Jarrad Page,25,DB,5,5,225,6-0,UCLA,10/19/1984,3,2,Kansas City Chiefs / 7th / 228th pick / 2006,PageJa20
45,Leonard Pope,26,TE,13,8,264,6-8,Georgia,9/10/1983,3,1,Arizona Cardinals / 3rd / 72nd pick / 2006,PopeLe00
35,Ricky Price,22,DB,2,0,195,6-1,Oklahoma St.,9/16/1987,Rook,0,,PricRi00
67,Barry Richardson,23,C,10,1,330,6-6,Clemson,5/15/1986,1,1,Kansas City Chiefs / 6th / 170th pick / 2008,RichBa20
23,Mike Richardson,25,DB,11,1,190,5-11,Notre Dame,2/18/1984,1,1,New England Patriots / 6th / 202nd pick / 2007,RichMi99
55,Justin Rogers,26,LB,1,0,252,6-3,SMU,8/31/1983,2,0,New England Patriots / 6th / 180th pick / 2007,RogeJu99
89,Sean Ryan,29,TE,10,8,260,6-5,Boston Col.,3/27/1980,5,1,Dallas Cowboys / 5th / 144th pick / 2004,RyanSe00
29,Dantrell Savage,24,RB,5,0,187,5-8,Oklahoma St.,2/15/1985,1,1,,SavaDa20
90,Kenny Smith,32,DT,6,0,295,6-4,Alabama,9/8/1977,8,0,New Orleans Saints / 3rd / 81st pick / 2001,SmitKe23
21,Kolby Smith,25,RB,4,0,214,5-11,Louisville,12/15/1984,2,0,Kansas City Chiefs / 5th / 148th pick / 2007,SmitKo00
74,Wade Smith,28,T,16,9,295,6-4,Memphis,4/26/1981,6,4,Miami Dolphins / 3rd / 78th pick / 2003,SmitWa21
96,Andy Studebaker,24,LOLB,16,2,251,6-3,Wheaton,9/16/1985,1,3,Philadelphia Eagles / 6th / 203rd pick / 2008,StudAn99
6,Ryan Succop,23,K,16,0,218,6-2,South Carolina,9/19/1986,Rook,4,Kansas City Chiefs / 7th / 256th pick / 2009,SuccRy44
4,Tyler Thigpen,25,QB,1,0,235,6-3,Coastal Carolina,4/14/1984,2,0,Minnesota Vikings / 7th / 217th pick / 2007,ThigTy00
93,Tank Tyler,24,DT,6,2,306,6-2,North Carolina St.,2/14/1985,2,2,Kansas City Chiefs / 3rd / 82nd pick / 2007,TyleTa99
50,Mike Vrabel,34,LB,14,14,261,6-4,Ohio St.,8/14/1975,12,6,Pittsburgh Steelers / 3rd / 91st pick / 1997,VrabMi20
