No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
86,Kyle Adams,24,TE,15,2,250,6-4,Purdue,1/19/1988,1,0,,AdamKy00
25,Armando Allen,23,RB,15,0,205,5-10,Notre Dame,4/30/1989,1,1,,AlleAr00
19,Joe Anderson,24,WR,3,0,196,6-1,Texas Southern,11/21/1988,Rook,0,,AndeJo00
32,Kahlil Bell,26,RB,4,0,219,6-0,UCLA,12/10/1986,3,1,,BellKa00
80,Earl Bennett,25,WR,12,4,205,6-1,Vanderbilt,3/23/1987,4,3,Chicago Bears / 3rd / 70th pick / 2008,BennEa00
38,Zackary Bowman,28,DB,11,0,197,6-1,Nebraska,11/14/1984,4,1,Chicago Bears / 5th / 142nd pick / 2008,BowmZa20
55,Lance Briggs,32,LB,16,16,244,6-1,Arizona,11/12/1980,9,11,Chicago Bears / 3rd / 68th pick / 2003,BrigLa99
78,James Brown,24,G,5,3,307,6-4,Troy,11/30/1988,Rook,1,,BrowJa02
29,Michael Bush,28,RB,13,1,243,6-2,Louisville,6/16/1984,4,4,Oakland Raiders / 4th / 100th pick / 2007,BushMi00
2,Jason Campbell,31,QB,6,1,235,6-5,Auburn,12/31/1981,6,1,Washington Redskins / 1st / 25th pick / 2005,CampJa00
72,Gabe Carimi,24,OL,16,14,315,6-7,Wisconsin,6/13/1988,1,6,Chicago Bears / 1st / 29th pick / 2011,CariGa00
93,Nate Collins,25,DT,9,0,279,6-2,Virginia,12/14/1987,2,1,,CollNa20
47,Chris Conte,23,DB,15,15,203,6-2,California,2/23/1989,1,6,Chicago Bears / 3rd / 93rd pick / 2011,ContCh00
52,Blake Costanzo,28,LB,14,1,235,6-1,Lafayette,4/14/1984,5,2,,CostBl20
6,Jay Cutler,29,QB,15,15,231,6-3,Vanderbilt,4/29/1983,6,11,Denver Broncos / 1st / 11th pick / 2006,CutlJa00
87,Kellen Davis,27,TE,16,15,259,6-6,Michigan St.,10/11/1985,4,2,Chicago Bears / 5th / 158th pick / 2008,DaviKe01
57,Dom DeCicco,24,LB,4,0,230,6-4,Pittsburgh,9/11/1988,1,0,,DeCiDo00
22,Matt Forte,27,RB,15,15,221,6-1,Tulane,12/10/1985,4,11,Chicago Bears / 2nd / 44th pick / 2008,FortMa00
59,Jerry Franklin,24,LB,3,0,242,6-2,Arkansas,1/10/1988,Rook,0,,FranJe00
63,Roberto Garza,33,G,16,16,310,6-2,Texas A&M-Kingsville,3/26/1979,11,7,Atlanta Falcons / 4th / 99th pick / 2001,GarzRo20
9,Robbie Gould,30,K,13,0,190,6-0,Penn St.,12/6/1982,7,2,,gouldrob01
24,Kelvin Hayden,29,DB,16,2,195,6-0,Illinois,7/23/1983,7,3,Indianapolis Colts / 2nd / 60th pick / 2005,HaydKe20
58,Geno Hayes,25,LB,15,3,220,6-2,Florida St.,8/10/1987,4,3,Tampa Bay Buccaneers / 6th / 175th pick / 2008,HayeGe98
23,Devin Hester,30,PR,15,5,190,5-11,Miami (FL),11/4/1982,6,2,Chicago Bears / 2nd / 57th pick / 2006,HestDe99
71,Israel Idonije,32,DT,16,11,275,6-6,Manitoba,11/17/1980,8,7,,IdonIs20
17,Alshon Jeffery,22,WR,10,6,218,6-3,South Carolina,2/14/1990,Rook,3,Chicago Bears / 2nd / 45th pick / 2012,JeffAl00
26,Tim Jennings,29,DB,14,14,185,5-8,Georgia,12/24/1983,6,13,Indianapolis Colts / 2nd / 62nd pick / 2006,JennTi20
60,Lance Louis,27,G,11,11,303,6-2,San Diego St.,4/24/1985,3,5,Chicago Bears / 7th / 246th pick / 2009,LouiLa20
65,Patrick Mannelly,37,LS,16,0,265,6-5,Duke,4/18/1975,14,1,Chicago Bears / 6th / 189th pick / 1998,MannPa20
10,Olindo Mare,39,K,3,0,192,5-11,MacMurraySyracuse,6/6/1973,15,0,,marexoli01
15,Brandon Marshall,28,WR,16,16,232,6-5,Central Florida,3/23/1984,6,14,Denver Broncos / 4th / 119th pick / 2006,MarsBr00
99,Shea McClellin,23,DE,14,0,250,6-3,Boise St.,8/1/1989,Rook,2,Chicago Bears / 1st / 19th pick / 2012,McClSh00
27,Sherrick McManis,25,DB,12,0,203,5-11,Northwestern,12/19/1987,2,1,Houston Texans / 5th / 144th pick / 2010,McMaSh99
69,Henry Melton,26,DE,14,14,280,6-3,Texas,10/11/1986,3,12,Chicago Bears / 4th / 105th pick / 2009,MeltHe99
30,D.J. Moore,25,DB,13,2,185,5-10,Vanderbilt,3/22/1987,3,2,Chicago Bears / 4th / 119th pick / 2009,MoorDJ99
43,Troy Nolan,26,DB,1,0,206,6-1,Arizona St.,9/7/1986,3,0,Houston Texans / 7th / 223rd pick / 2009,NolaTr99
91,Amobi Okoye,25,DT,9,0,302,6-2,Louisville,6/10/1987,5,1,Houston Texans / 1st / 10th pick / 2007,OkoyAm99
95,Cheta Ozougwu,24,DL,2,0,251,6-2,Rice,11/18/1988,Rook,0,Houston Texans / 7th / 254th pick / 2011,OzouCh00
92,Stephen Paea,24,DT,15,14,306,6-1,Oregon St.,5/11/1988,1,7,Chicago Bears / 2nd / 53rd pick / 2011,PaeaSt00
90,Julius Peppers,32,DE,16,16,295,6-7,North Carolina,1/18/1980,10,17,Carolina Panthers / 1st / 2nd pick / 2002,PeppJu99
8,Adam Podlesh,29,P,16,0,202,5-11,Maryland,8/11/1983,5,1,Jacksonville Jaguars / 4th / 101st pick / 2007,PodlAd20
