No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
71,Ethan Albright,34,G,16,0,265,6-5,North Carolina,5/1/1971,10,3,,AlbrEt20
56,LaVar Arrington,27,LB,13,8,257,6-3,Penn St.,6/20/1978,5,5,Washington Redskins / 1st / 2nd pick / 2000,ArriLa00
46,Ladell Betts,26,RB,12,0,224,5-11,Iowa,8/27/1979,3,4,Washington Redskins / 2nd / 56th pick / 2002,BettLa00
73,Ryan Boschetti,24,DT,13,1,300,6-4,UCLA,10/7/1981,1,2,,BoscRy20
41,Matt Bowen,29,DB,13,1,203,6-1,Iowa,11/12/1976,5,1,St. Louis Rams / 6th / 198th pick / 2000,BoweMa20
30,Nehemiah Broughton,23,FB,4,0,255,6-0,The Citadel,11/4/1982,Rook,0,Washington Redskins / 7th / 222nd pick / 2005,BrouNe00
82,Antonio Brown,27,WR,7,0,175,5-10,West Virginia,3/3/1978,2,1,,BrowAn01
67,Ray Brown,43,G,15,2,318,6-5,MemphisArkansas St.,12/12/1962,19,2,St. Louis Cardinals / 8th / 201st pick / 1986,BrowRa00
8,Mark Brunell,35,QB,16,15,215,6-1,Washington,9/17/1970,11,10,Green Bay Packers / 5th / 118th pick / 1993,BrunMa00
50,Khary Campbell,26,MLB,15,0,224,6-2,Bowling Green,4/4/1979,3,1,,CampKh20
31,Rock Cartwright,26,FB,16,0,215,5-8,Kansas St.,12/3/1979,3,1,Washington Redskins / 7th / 257th pick / 2002,CartRo01
25,Ryan Clark,26,DB,13,13,205,5-11,LSU,10/12/1979,3,7,,ClarRy20
58,Chris Clemons,24,LB,14,1,255,6-3,Georgia,10/31/1981,1,2,,ClemCh23
90,Nic Clemons,25,DE,8,0,290,6-5,Georgia MilitaryGeorgia,2/3/1980,Rook,1,,ClemNi20
47,Chris Cooley,23,TE,16,16,255,6-3,Utah St.,7/11/1982,1,7,Washington Redskins / 3rd / 81st pick / 2004,CoolCh00
93,Phillip Daniels,32,DE,16,16,310,6-6,Georgia,3/4/1973,9,10,Seattle Seahawks / 4th / 99th pick / 1996,DaniPh20
66,Derrick Dockery,25,G,16,16,325,6-6,Texas,9/7/1980,2,8,Washington Redskins / 3rd / 81st pick / 2003,DockDe20
92,Demetric Evans,26,DE,16,3,275,6-4,Georgia,9/3/1979,4,4,,EvanDe20
86,Jimmy Farris,27,WR,4,0,200,6-0,Montana,4/13/1978,2,0,,FarrJi00
64,Lennie Friedman,29,G,10,0,295,6-3,Duke,8/13/1976,5,1,Denver Broncos / 2nd / 61st pick / 1999,FrieLe20
4,Derrick Frost,25,P,14,0,208,6-4,Northern Iowa,11/25/1980,1,1,,FrosDe20
96,Cornelius Griffin,29,DT,13,12,303,6-4,Alabama,12/3/1976,5,8,New York Giants / 2nd / 42nd pick / 2000,GrifCo20
2,Andy Groom,26,P,2,0,196,6-0,Ohio St.,9/10/1979,Rook,0,,GrooAn20
10,John Hall,31,K,10,0,240,6-3,Wisconsin,3/17/1974,8,3,,hallxjoh01
27,Walt Harris,31,DB,13,12,196,5-11,Mississippi St.,8/10/1974,9,6,Chicago Bears / 1st / 13th pick / 1996,HarrWa21
57,Warrick Holdman,30,LB,14,7,235,6-1,Texas A&M,11/22/1975,6,4,Chicago Bears / 4th / 106th pick / 1999,HoldWa20
84,Taylor Jacobs,24,WR,15,3,198,6-0,Florida,5/30/1981,2,1,Washington Redskins / 2nd / 44th pick / 2003,JacoTa00
76,Jon Jansen,29,T,16,16,305,6-6,Michigan,1/28/1976,6,13,Washington Redskins / 2nd / 37th pick / 1999,JansJo20
32,Ade Jimoh,25,DB,16,0,190,6-1,Utah St.,4/18/1980,2,1,,JimoAd20
87,Robert Johnson,25,TE,2,0,278,6-6,Auburn,6/20/1980,2,0,,JohnRo04
94,Aki Jones,23,DE,4,0,295,6-4,Fordham,5/21/1982,Rook,0,,JoneAk20
55,Zak Keasey,23,LB,1,0,235,6-0,Princeton,5/21/1982,Rook,0,,KeasZa20
91,Cedric Killings,28,DT,10,1,290,6-2,Carson-Newman,12/14/1977,5,2,,KillCe20
85,Brian Kozlowski,35,TE,16,0,250,6-3,Connecticut,10/4/1970,11,0,,KozlBr00
98,Lemar Marshall,29,MLB,16,16,227,6-2,Michigan St.,12/17/1976,3,11,,MarsLe20
59,Robert McCune,26,LB,5,0,235,6-1,Louisville,3/9/1979,Rook,0,Washington Redskins / 5th / 154th pick / 2005,McCuRo20
69,Jim Molinaro,24,T,3,0,309,6-6,Notre Dame,4/27/1981,1,0,Washington Redskins / 6th / 180th pick / 2004,MoliJi20
35,Christian Morton,24,DB,1,0,181,6-0,Illinois,4/28/1981,1,0,New England Patriots / 7th / 233rd pick / 2004,MortCh20
89,Santana Moss,26,WR,16,16,193,5-10,Miami (FL),6/1/1979,4,13,New York Jets / 1st / 16th pick / 2001,MossSa00
3,Nick Novak,24,K,5,0,200,6-0,Maryland,8/21/1981,Rook,1,,novaknic01
14,Rich Parson,25,WR,1,0,186,5-9,Maryland,5/16/1980,Rook,0,,ParsRi20
80,David Patten,31,WR,9,7,190,5-10,Western Carolina,8/19/1974,8,2,,PattDa00
34,Dimitri Patterson,22,DB,3,0,200,6-0,SE Missouri St.Tuskegee,6/18/1983,Rook,1,,PattDi20
26,Clinton Portis,24,RB,16,16,218,5-11,Miami (FL),9/1/1981,3,12,Denver Broncos / 2nd / 51st pick / 2002,PortCl00
20,Pierson Prioleau,28,DB,15,6,188,5-11,Virginia Tech,8/6/1977,6,4,San Francisco 49ers / 4th / 110th pick / 1999,PrioPi20
61,Casey Rabach,28,C,16,16,292,6-4,Wisconsin,9/24/1977,3,8,Baltimore Ravens / 3rd / 92nd pick / 2001,RabaCa20
11,Patrick Ramsey,26,QB,4,1,225,6-2,Tulane,2/14/1979,3,1,Washington Redskins / 1st / 32nd pick / 2002,RamsPa00
52,Cory Raymer,32,C,2,0,300,6-3,Wisconsin,3/3/1973,10,0,Washington Redskins / 2nd / 37th pick / 1995,RaymCo20
22,Carlos Rogers,24,DB,12,5,195,6-0,Auburn,7/2/1981,Rook,3,Washington Redskins / 1st / 9th pick / 2005,RogeCa20
88,Robert Royal,26,TE,15,14,257,6-4,LSU,5/15/1979,2,1,Washington Redskins / 5th / 160th pick / 2002,RoyaRo00
95,Joe Salave'a,30,DT,14,13,295,6-3,Arizona,3/23/1975,7,7,Tennessee Oilers / 4th / 107th pick / 1998,SalaJo20
60,Chris Samuels,28,T,16,16,310,6-5,Alabama,7/28/1977,5,10,Washington Redskins / 1st / 3rd pick / 2000,SamuCh00
45,Mike Sellers,30,TE,15,6,272,6-3,Walla Walla CC (WA),7/21/1975,7,1,,SellMi00
24,Shawn Springs,30,DB,15,15,204,6-0,Ohio St.,3/11/1975,8,7,Seattle Seahawks / 1st / 3rd pick / 1997,SpriSh00
23,Omar Stoutmire,31,DB,11,0,205,5-11,Fresno St.,7/9/1974,8,1,Dallas Cowboys / 7th / 224th pick / 1997,StouOm20
21,Sean Taylor,22,DB,15,15,231,6-2,Miami (FL),4/1/1983,1,8,Washington Redskins / 1st / 5th pick / 2004,TaylSe20
77,Randy Thomas,29,G,14,14,306,6-5,Mississippi St.,1/19/1976,6,7,New York Jets / 2nd / 57th pick / 1999,ThomRa21
83,James Thrash,30,WR,12,2,200,6-0,Missouri Southern,4/28/1975,8,2,,ThraJa00
53,Marcus Washington,28,LB,16,16,247,6-3,Auburn,10/17/1977,5,10,Indianapolis Colts / 2nd / 59th pick / 2000,WashMa99
97,Renaldo Wynn,31,DE,16,15,292,6-3,Notre Dame,9/3/1974,8,8,Jacksonville Jaguars / 1st / 21st pick / 1997,WynnRe20
,Team Total,27.5,,16,,244.0,6-1.9,,,4.2,,,-9999
