No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
89,Mark Andrews,24,TE,15,4,256,6-5,Oklahoma,9/6/1995,1,11,Baltimore Ravens / 3rd / 86th pick / 2018,$624500,AndrMa00
34,Anthony Averett,25,CB,9,3,178,5-11,Alabama,11/30/1994,1,1,Baltimore Ravens / 4th / 118th pick / 2018,$570000,AverAn00
28,Justin Bethel,29,CB,7,0,200,6-0,Presbyterian,6/17/1990,7,1,Arizona Cardinals / 6th / 177th pick / 2012,$1500000,BethJu00
49,Chris Board,24,LB,15,0,229,6-2,North Dakota St.,7/23/1995,1,1,,$570000,BoarCh00
54,Tyus Bowser,24,OLB,16,0,242,6-3,Houston,5/23/1995,2,3,Baltimore Ravens / 2nd / 47th pick / 2017,$971874,BowsTy00
80,Miles Boykin,23,WR,16,11,220,6-4,Notre Dame,10/12/1996,Rook,3,Baltimore Ravens / 3rd / 93rd pick / 2019,$495000,BoykMi00
86,Nick Boyle,26,TE,16,15,270,6-4,Delaware,2/17/1993,4,4,Baltimore Ravens / 5th / 171st pick / 2015,$1000000,BoylNi00
77,Bradley Bozeman,25,C,16,16,325,6-5,Alabama,11/24/1994,1,10,Baltimore Ravens / 6th / 215th pick / 2018,$570000,BozeBr00
15,Marquise Brown,22,WR,14,11,180,5-9,College of the Canyons (CA)Oklahoma,6/4/1997,Rook,8,Baltimore Ravens / 1st / 25th pick / 2019,$495000,BrowMa04
78,Orlando Brown Jr.,23,OT,16,16,363,6-8,Oklahoma,5/2/1996,1,13,Baltimore Ravens / 3rd / 83rd pick / 2018,$627000,BrowOr00
57,Josh Bynes,30,MLB,12,7,240,6-1,Auburn,8/24/1989,8,4,,,ByneJo00
26,Maurice Canady,25,CB,5,1,193,6-1,Virginia,5/26/1994,3,1,Baltimore Ravens / 6th / 209th pick / 2016,$720000,CanaMa00
24,Brandon Carr,33,DB,16,16,210,6-0,Grand Valley St.,5/19/1986,11,5,Kansas City Chiefs / 5th / 140th pick / 2008,$4500000,CarrBr99
36,Chuck Clark,24,FS,16,12,205,6-0,Virginia Tech,4/19/1995,2,4,Baltimore Ravens / 6th / 186th pick / 2017,$645000,ClarCh00
46,Morgan Cox,33,C,16,0,233,6-4,Tennessee,4/26/1986,9,3,,$1000000,CoxxMo00
35,Gus Edwards,24,RB,16,1,238,6-1,Miami (FL)Rutgers,4/13/1995,1,6,,$570000,EdwaGu00
70,Parker Ehinger,27,OG,2,1,310,6-6,Cincinnati,12/30/1992,3,1,Kansas City Chiefs / 4th / 105th pick / 2016,,EhinPa00
32,DeShon Elliott,22,SS,6,0,210,6-1,Texas,4/21/1997,1,0,Baltimore Ravens / 6th / 190th pick / 2018,$570000,ElliDe02
71,Justin Ellis,29,DT,4,0,350,6-2,Louisiana Tech,12/27/1990,5,0,Oakland Raiders / 4th / 107th pick / 2014,,ElliJu01
45,Jaylon Ferguson,24,DE,14,9,275,6-5,Louisiana Tech,12/14/1995,Rook,5,Baltimore Ravens / 3rd / 85th pick / 2019,$495000,FergJa02
58,L.J. Fort,29,LILB,12,8,232,6-0,Northern Iowa,1/3/1990,7,4,,,FortL.00
63,Hroniss Grasu,28,C,1,0,301,6-3,Oregon,8/12/1991,4,0,Chicago Bears / 3rd / 71st pick / 2015,,GrasHr00
3,Robert Griffin III,29,QB,7,1,213,6-2,Baylor,2/12/1990,7,2,Washington Redskins / 1st / 2nd pick / 2012,$1000000,GrifRo01
43,Justice Hill,22,RB,16,0,200,5-10,Oklahoma St.,11/14/1997,Rook,3,Baltimore Ravens / 4th / 113th pick / 2019,$812500,HillJu00
44,Marlon Humphrey,23,CB,16,15,197,6-0,Alabama,7/8/1996,2,16,Baltimore Ravens / 1st / 16th pick / 2017,$1542044,HumpMa00
81,Hayden Hurst,26,TE,16,4,260,6-4,South Carolina,8/24/1993,1,5,Baltimore Ravens / 1st / 25th pick / 2018,$981638,HursHa00
74,James Hurst,28,OT,16,2,310,6-5,North Carolina,12/17/1991,5,3,,$3500000,HursJa00
21,Mark Ingram,30,RB,15,15,215,5-9,Alabama,12/21/1989,8,12,New Orleans Saints / 1st / 28th pick / 2011,$2000000,IngrMa01
33,Bennett Jackson,28,CB,4,0,192,6-0,Notre Dame,9/16/1991,5,0,New York Giants / 6th / 187th pick / 2014,$495000,JackBe00
8,Lamar Jackson,22,QB,15,15,212,6-2,Louisville,1/7/1997,1,25,Baltimore Ravens / 1st / 32nd pick / 2018,$910529,JackLa00
23,Tony Jefferson,27,FS,5,5,211,5-11,Oklahoma,1/27/1992,6,2,,$8000000,JeffTo00
27,Cyrus Jones,26,CB,8,1,195,5-10,Alabama,11/29/1993,3,1,New England Patriots / 2nd / 60th pick / 2016,$996000,JoneCy00
99,Matt Judon,27,DE,16,16,275,6-3,Grand Valley St.,8/15/1992,3,11,Baltimore Ravens / 5th / 146th pick / 2016,$2025000,JudoMa00
4,Sam Koch,37,P,16,0,222,6-1,Nebraska,8/13/1982,13,2,Baltimore Ravens / 6th / 203rd pick / 2006,$3150000,KochSa20
41,Anthony Levine,32,S,16,0,207,5-11,Tennessee St.,3/27/1987,8,1,,$1500000,LeviAn00
94,Daylon Mack,22,DL,1,0,340,6-1,Texas A&M,2/23/1997,Rook,0,Baltimore Ravens / 5th / 160th pick / 2019,$704500,MackDa00
37,Iman Marshall,22,CB,3,0,210,6-1,USC,2/27/1997,Rook,0,Baltimore Ravens / 4th / 127th pick / 2019,,MarsIm00
90,Pernell McPhee,31,DL,7,7,265,6-3,Mississippi St.,12/17/1988,8,4,Baltimore Ravens / 5th / 165th pick / 2011,$930000,McPhPe00
7,Trace McSorley,24,QB,1,0,202,6-0,Penn St.,8/23/1995,Rook,0,Baltimore Ravens / 6th / 197th pick / 2019,$495000,McSoTr00
65,Patrick Mekari,22,G,11,5,308,6-4,California,8/13/1997,Rook,4,,$495000,MekaPa00
10,Chris Moore,26,WR,14,1,200,6-1,Cincinnati,6/16/1993,3,0,Baltimore Ravens / 4th / 107th pick / 2016,$720000,MoorCh00
48,Patrick Onwuasor,27,LB,14,6,227,6-0,ArizonaPortland St.,8/22/1992,3,4,,$3095000,OnwuPa00
96,Domata Peko,35,DT,7,3,325,6-3,College of the Canyons (CA)Michigan St.,11/27/1984,13,2,Cincinnati Bengals / 4th / 123rd pick / 2006,,PekoDo20
24,Marcus Peters,26,CB,10,9,197,6-0,Washington,1/9/1993,4,10,Kansas City Chiefs / 1st / 18th pick / 2015,,PeteMa00
97,Michael Pierce,27,DT,14,14,340,6-0,Samford,11/6/1992,3,7,,$3095000,PierMi00
72,Ben Powers,23,OL,1,0,310,6-4,Oklahoma,10/29/1996,Rook,0,Baltimore Ravens / 4th / 123rd pick / 2019,$802500,PoweBe00
42,Patrick Ricard,25,FB,16,7,311,6-3,Maine,5/27/1994,2,1,,$645000,RicaPa00
28,Jordan Richards,26,SS,9,0,215,5-11,Stanford,1/21/1993,4,1,New England Patriots / 2nd / 64th pick / 2015,,RichJo00
11,Seth Roberts,28,WR,16,0,195,6-2,West Alabama,2/22/1991,5,4,,$1700000,RobeSe00
12,Jaleel Scott,24,WR,3,0,210,6-5,New Mexico St.,2/23/1995,1,0,Baltimore Ravens / 4th / 132nd pick / 2018,$495000,ScotJa02
95,Zach Sieler,24,DE,4,0,297,6-6,Ferris St.,9/7/1995,1,0,Baltimore Ravens / 7th / 238th pick / 2018,$570000,SielZa00
68,Matt Skura,26,C,11,11,305,6-3,Duke,2/17/1993,2,7,,$645000,SkurMa01
22,Jimmy Smith,31,CB,9,5,210,6-2,Colorado,7/26/1988,8,2,Baltimore Ravens / 1st / 27th pick / 2011,$9500000,SmitJi03
