No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
97,Mario Addison,33,DE,15,7,260,6-3,Troy,9/6/1987,9,4,,$5250000,AddiMa00
17,Josh Allen,24,QB,16,16,237,6-5,Wyoming,5/21/1996,2,18,Buffalo Bills / 1st / 7th pick / 2018,$750000,AlleJo02
5,Matt Barkley,30,QB,5,0,234,6-2,USC,9/8/1990,7,1,Philadelphia Eagles / 4th / 98th pick / 2013,$1500000,BarkMa00
2,Tyler Bass,23,K,16,0,183,5-10,Georgia Southern,2/14/1997,Rook,3,Buffalo Bills / 6th / 188th pick / 2020,$610000,BassTy00
71,Ryan Bates,23,OL,16,0,302,6-4,Penn St.,2/14/1997,1,1,,$675000,BateRy02
11,Cole Beasley,31,WR,15,10,174,5-8,SMU,4/26/1989,8,9,,$4400000,BeasCo00
84,Nate Becker,24,TE,1,0,264,6-5,Miami (OH),3/24/1996,Rook,0,,,BeckNa00
65,Ike Boettger,26,G,12,7,313,6-6,Iowa,10/5/1994,2,4,,$750000,BoetIk00
9,Corey Bojorquez,24,P,16,0,217,6-0,Cerritos (CA)New Mexico,9/13/1996,2,3,,$750000,BojoCo00
15,John Brown,30,WR,9,8,178,5-11,Pittsburg St.,4/3/1990,6,4,Arizona Cardinals / 3rd / 91st pick / 2014,$7050000,BrowJo02
74,Brandin Bryant,27,DL,1,0,294,6-3,Florida Atlantic,9/16/1993,1,0,,,BryaBr00
94,Vernon Butler,26,DT,14,9,330,6-4,Louisiana Tech,6/14/1994,4,5,Carolina Panthers / 1st / 30th pick / 2016,$2800000,ButlVe00
51,Bryan Cox Jr.,26,DE,1,0,270,6-3,Florida,6/25/1994,3,0,,,CoxxBr01
13,Gabriel Davis,21,WR,16,11,210,6-2,Central Florida,4/1/1999,Rook,6,Buffalo Bills / 4th / 128th pick / 2020,$610000,DaviGa01
73,Dion Dawkins,26,OG,16,16,320,6-5,Temple,4/26/1994,3,9,Buffalo Bills / 2nd / 63rd pick / 2017,$1250441,DawkDi00
68,Jordan Devey,32,T,1,0,320,6-6,Memphis,1/11/1988,7,0,,,DeveJo00
14,Stefon Diggs,27,WR,16,15,191,6-0,Maryland,11/29/1993,5,15,Minnesota Vikings / 5th / 146th pick / 2015,$14200000,DiggSt00
53,Tyrel Dodson,22,LB,10,2,237,6-0,Texas A&M,6/25/1998,Rook,2,,$474116,DodsTy01
49,Tremaine Edmunds,22,ILB,15,15,250,6-5,Virginia Tech,5/2/1998,2,10,Buffalo Bills / 1st / 16th pick / 2018,$1630868,EdmuTr01
57,A.J. Epenesa,22,DL,14,1,260,6-6,Iowa,9/15/1998,Rook,2,Buffalo Bills / 2nd / 54th pick / 2020,$610000,EpenAJ00
76,Jon Feliciano,28,OG,9,9,325,6-4,Miami (FL),2/10/1992,5,4,Oakland Raiders / 4th / 128th pick / 2015,$2650000,FeliJo00
69,Reid Ferguson,26,LS,16,0,235,6-2,LSU,3/24/1994,3,1,,$825000,FergRe00
