No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
20,Damien Anderson,23,RB,10,1,212,5-11,Northwestern,7/17/1979,Rook,1,,AndeDa00
80,Mike Banks,23,TE,12,0,262,6-4,Iowa St.,11/5/1979,Rook,0,Arizona Cardinals / 7th / 223rd pick / 2002,BankMi20
36,David Barrett,25,DB,14,14,195,5-10,Arkansas,12/22/1977,2,5,Arizona Cardinals / 4th / 102nd pick / 2000,BarrDa22
94,Marcus Bell,23,DT,16,4,339,6-2,Memphis,6/1/1979,1,3,Arizona Cardinals / 4th / 123rd pick / 2001,BellMa20
89,David Boston,24,WR,8,8,240,6-2,Ohio St.,8/19/1978,3,4,Arizona Cardinals / 1st / 8th pick / 1999,BostDa00
91,Wendell Bryant,22,DT,14,4,303,6-5,Wisconsin,9/12/1980,Rook,2,Arizona Cardinals / 1st / 12th pick / 2002,BryaWe20
95,Tom Burke,26,DE,6,0,275,6-3,Wisconsin,10/12/1976,3,1,Arizona Cardinals / 3rd / 83rd pick / 1999,BurkTo20
87,Steve Bush,28,TE,16,12,280,6-3,Arizona St.,7/4/1974,5,1,,BushSt00
65,Anthony Clement,26,T,1,0,320,6-8,Louisiana,4/10/1976,4,0,Arizona Cardinals / 2nd / 36th pick / 1998,ClemAn20
75,Leonard Davis,24,T,15,15,355,6-6,Texas,9/5/1978,1,6,Arizona Cardinals / 1st / 2nd pick / 2001,DaviLe21
98,Russell Davis,27,DT,16,16,310,6-4,North Carolina,3/28/1975,3,6,Chicago Bears / 2nd / 48th pick / 1999,DaviRu20
67,Chris Dishman,28,G,14,14,339,6-3,Nebraska,2/27/1974,5,5,Arizona Cardinals / 4th / 106th pick / 1997,DishCh20
27,Nijrell Eason,23,DB,1,0,205,6-1,Arizona St.,5/20/1979,Rook,0,,EasoNi21
74,John Fina,33,T,7,0,300,6-5,Arizona,3/11/1969,10,0,Buffalo Bills / 1st / 27th pick / 1992,FinaJo20
52,Levar Fisher,23,ROLB,7,0,239,6-1,North Carolina St.,7/2/1979,Rook,1,Arizona Cardinals / 2nd / 49th pick / 2002,FishLe20
59,Rob Fredrickson,31,LB,10,10,240,6-4,Michigan St.,5/13/1971,8,4,Los Angeles Raiders / 1st / 22nd pick / 1994,FredRo20
86,Bryan Gilmore,24,WR,7,0,196,6-0,Midwestern St.,7/21/1978,2,0,,GilmBr00
64,Steven Grace,23,C,1,0,296,6-3,Arizona,2/13/1979,Rook,0,,GracSt20
7,Bill Gramatica,24,K,16,0,189,5-10,Florida St.South Florida,7/10/1978,1,3,Arizona Cardinals / 4th / 98th pick / 2001,gramabil01
60,Mike Gruttadauria,30,C,8,8,280,6-3,Central Florida,12/6/1972,6,3,,GrutMi20
29,Quentin Harris,25,DB,6,0,214,6-1,Syracuse,1/26/1977,Rook,0,,HarrQu20
21,Renaldo Hill,24,DB,14,7,205,5-11,Michigan St.,11/12/1978,1,3,Arizona Cardinals / 7th / 202nd pick / 2001,HillRe20
48,Nathan Hodel,25,TE,16,0,249,6-2,Illinois,11/12/1977,Rook,0,,HodeNa20
84,Arnold Jackson,25,WR,16,0,168,5-8,Louisville,4/9/1977,1,0,,JackAr00
82,MarTay Jenkins,27,WR,8,1,201,6-0,Nebraska-Omaha,2/28/1975,3,3,Dallas Cowboys / 6th / 193rd pick / 1999,JenkMa00
96,Dennis Johnson,23,DE,13,0,269,6-5,Kentucky,12/4/1979,Rook,1,Arizona Cardinals / 3rd / 98th pick / 2002,JohnDe22
85,Freddie Jones,28,TE,16,16,260,6-4,North Carolina,9/16/1974,5,3,San Diego Chargers / 2nd / 45th pick / 1997,JoneFr00
51,Greg Jones,28,LLB,3,1,238,6-4,Colorado,5/22/1974,5,0,Washington Redskins / 2nd / 51st pick / 1997,JoneGr20
26,Thomas Jones,24,RB,9,9,212,5-10,Virginia,8/19/1978,2,4,Arizona Cardinals / 1st / 7th pick / 2000,JoneTh00
11,Kevin Kasper,25,WR,6,4,200,6-1,Iowa,12/23/1977,1,1,Denver Broncos / 6th / 190th pick / 2001,KaspKe00
66,Pete Kendall,29,G,12,12,292,6-5,Boston Col.,7/9/1973,6,5,Seattle Seahawks / 1st / 21st pick / 1996,KendPe20
42,Kwamie Lassiter,33,DB,16,16,207,6-0,Butler (KS)Kansas,12/3/1969,7,5,,LassKw20
41,Justin Lucas,26,DB,16,4,211,5-10,Texas A&MAbilene Christian,7/15/1976,3,3,,LucaJu20
34,Joel Makovicka,27,FB,12,1,246,5-11,Nebraska,10/6/1975,3,1,Arizona Cardinals / 4th / 116th pick / 1999,MakoJo00
83,Jason McAddley,23,WR,9,8,200,6-2,Alabama,7/28/1979,Rook,3,Arizona Cardinals / 5th / 149th pick / 2002,McAdJa00
12,Josh McCown,23,QB,2,0,218,6-4,SMUSam Houston St.,7/4/1979,Rook,0,Arizona Cardinals / 3rd / 81st pick / 2002,McCoJo01
39,Dennis McKinley,26,FB,12,1,250,6-2,Mississippi St.,11/3/1976,3,0,Arizona Cardinals / 6th / 206th pick / 1999,McKiDe00
57,Ronald McKinnon,29,LB,16,16,246,6-0,North Alabama,9/20/1973,6,6,,McKiRo21
47,Don Morgan,27,DB,7,0,202,5-11,Nevada,9/18/1975,3,0,,MorgDo20
10,Scott Player,33,P,16,0,213,6-1,FlaglerFlorida St.,12/17/1969,4,3,,PlaySc20
16,Jake Plummer,28,QB,16,16,212,6-2,Arizona St.,12/19/1974,5,7,Arizona Cardinals / 2nd / 42nd pick / 1997,PlumJa00
19,Nate Poole,25,WR,5,1,204,6-2,Marshall,2/1/1977,Rook,1,,PoolNa01
23,Coby Rhinehart,25,DB,16,2,198,5-11,SMU,2/7/1977,3,2,Arizona Cardinals / 6th / 190th pick / 1999,RhinCo20
73,Raleigh Roundtree,27,G,10,6,295,6-4,South Carolina St.,8/31/1975,4,3,San Diego Chargers / 4th / 109th pick / 1997,RounRa20
58,Johnny Rutledge,25,MLB,9,0,239,6-3,Florida,1/4/1977,3,0,Arizona Cardinals / 2nd / 51st pick / 1999,RutlJo20
81,Frank Sanders,29,WR,12,12,215,6-2,Auburn,2/17/1973,7,3,Arizona Cardinals / 2nd / 47th pick / 1995,SandFr00
