No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
25,Curtis Anderson,24,DB,9,0,193,6-0,Pittsburgh,9/29/1973,Rook,1,,AndeCu21
4,Bryan Barker,33,P,16,0,202,6-1,Santa Clara,6/28/1964,7,3,,BarkBr20
84,Reggie Barlow,24,WR,16,0,190,6-0,Alabama St.,1/22/1973,1,2,Jacksonville Jaguars / 4th / 110th pick / 1996,BarlRe00
21,Aaron Beasley,24,DB,9,7,205,6-0,West Virginia,7/7/1973,1,3,Jacksonville Jaguars / 3rd / 63rd pick / 1996,BeasAa20
71,Tony Boselli,25,T,12,12,324,6-7,USC,4/17/1972,2,15,Jacksonville Jaguars / 1st / 2nd pick / 1995,BoseTo00
52,Brant Boyer,26,MLB,16,2,240,6-1,Arizona,6/27/1971,3,2,Miami Dolphins / 6th / 177th pick / 1994,BoyeBr20
90,Tony Brackens,23,DE,15,3,267,6-4,Texas,12/26/1974,1,4,Jacksonville Jaguars / 2nd / 33rd pick / 1996,BracTo00
22,Bucky Brooks,26,DB,3,0,192,6-0,North Carolina,1/22/1971,3,0,Buffalo Bills / 2nd / 48th pick / 1994,BrooBu20
86,Derek Brown,27,TE,13,8,259,6-6,Notre Dame,3/31/1970,5,1,New York Giants / 1st / 14th pick / 1992,BrowDe00
8,Mark Brunell,27,QB,14,14,215,6-1,Washington,9/17/1970,3,15,Green Bay Packers / 5th / 118th pick / 1993,BrunMa00
63,Michael Cheever,24,C,6,4,293,6-4,Georgia Tech,6/24/1973,1,3,Jacksonville Jaguars / 2nd / 60th pick / 1996,CheeMi20
62,Ben Coleman,26,G,16,16,330,6-5,Wake Forest,5/18/1971,4,10,Phoenix Cardinals / 2nd / 32nd pick / 1993,ColeBe20
92,Don Davey,29,DT,10,10,273,6-4,Wisconsin,4/8/1968,6,4,Green Bay Packers / 3rd / 67th pick / 1991,DaveDo20
45,Travis Davis,24,DB,16,16,203,6-0,Notre Dame,1/10/1973,2,7,New Orleans Saints / 7th / 242nd pick / 1995,DaviTr20
