No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
95,Sam Adams,30,DT,15,15,350,6-3,Texas A&M,6/13/1973,9,9,Seattle Seahawks / 1st / 8th pick / 1994,AdamSa00
89,Sam Aiken,23,WR,5,0,220,6-2,North Carolina,12/14/1980,Rook,0,Buffalo Bills / 4th / 127th pick / 2003,AikeSa00
97,Justin Bannan,24,DT,14,1,312,6-3,Colorado,4/18/1979,1,2,Buffalo Bills / 5th / 139th pick / 2002,BannJu20
11,Drew Bledsoe,31,QB,16,16,238,6-5,Washington St.,2/14/1972,10,7,New England Patriots / 1st / 1st pick / 1993,BledDr00
86,Antonio Brown,25,WR,16,0,175,5-10,West Virginia,3/3/1978,Rook,0,,BrowAn01
79,Ruben Brown,31,G,15,15,300,6-3,Pittsburgh,2/13/1972,8,7,Buffalo Bills / 1st / 14th pick / 1995,BrowRu00
5,Travis Brown,26,QB,2,0,215,6-3,Northern Arizona,7/17/1977,3,0,,BrowTr01
35,Joe Burns,24,RB,16,1,215,5-9,Georgia Tech,9/15/1979,1,1,,BurnJo00
84,Mark Campbell,28,TE,16,11,260,6-6,Michigan,12/6/1975,4,2,,CampMa00
22,Nate Clements,24,DB,16,16,205,6-0,Ohio St.,12/12/1979,2,8,Buffalo Bills / 1st / 21st pick / 2001,ClemNa99
85,Clarence Coleman,23,WR,14,0,193,5-10,Ferris St.,6/4/1980,Rook,1,,ColeCl00
41,Phillip Crosby,27,FB,3,0,242,6-0,Tennessee,11/5/1976,2,0,,CrosPh00
55,Angelo Crowell,22,LB,6,0,235,6-1,Virginia,8/16/1981,Rook,0,Buffalo Bills / 3rd / 94th pick / 2003,CrowAn20
92,Ryan Denney,26,DE,16,13,264,6-7,BYU,6/15/1977,1,7,Buffalo Bills / 2nd / 61st pick / 2002,DennRy20
54,Jon Dorenbos,23,C,16,0,250,6-0,Texas-El Paso,7/21/1980,Rook,2,,DoreJo20
98,Ron Edwards,24,DT,5,0,325,6-3,Texas A&M,7/12/1979,2,1,Buffalo Bills / 3rd / 76th pick / 2001,EdwaRo20
59,London Fletcher,28,LB,16,16,242,5-10,John Carroll,5/19/1975,5,9,,FletLo20
33,Sam Gash,34,FB,16,10,242,6-0,Penn St.,3/7/1969,11,1,New England Patriots / 8th / 205th pick / 1992,GashSa00
53,Mario Haggan,23,MLB,1,0,274,6-3,Mississippi St.,3/3/1980,Rook,0,Buffalo Bills / 7th / 228th pick / 2003,HaggMa20
20,Travis Henry,25,RB,15,15,215,5-9,Tennessee,10/29/1978,2,9,Buffalo Bills / 2nd / 58th pick / 2001,HenrTr00
75,Jonas Jennings,26,T,11,11,325,6-3,Georgia,11/21/1977,2,4,Buffalo Bills / 3rd / 95th pick / 2001,JennJo20
90,Chris Kelsay,24,DE,16,0,263,6-4,Nebraska,10/31/1979,Rook,2,Buffalo Bills / 2nd / 48th pick / 2003,KelsCh21
9,Rian Lindell,26,K,16,0,227,6-3,Washington St.,1/20/1977,3,2,,linderia01
24,Terrence McGee,23,DB,14,2,205,5-9,Northwestern St. (LA),10/14/1980,Rook,2,Buffalo Bills / 4th / 111th pick / 2003,McGeTe99
91,Keith McKenzie,30,DE,6,0,267,6-3,Ball St.,10/17/1973,7,1,Green Bay Packers / 7th / 252nd pick / 1996,McKeKe20
36,Lawyer Milloy,30,DB,16,16,211,6-0,Washington,11/14/1973,7,7,New England Patriots / 2nd / 36th pick / 1996,MillLa00
83,Dave Moore,34,TE,15,6,250,6-2,Pittsburgh,11/11/1969,11,1,Miami Dolphins / 7th / 191st pick / 1992,MoorDa00
8,Brian Moorman,27,P,16,0,174,6-0,Pittsburg St.,2/5/1976,2,4,,MoorBr24
31,Sammy Morris,26,RB,9,0,220,6-0,Texas Tech,3/23/1977,3,1,Buffalo Bills / 5th / 156th pick / 2000,MorrSa00
80,Eric Moulds,30,WR,13,13,210,6-2,Mississippi St.,7/17/1973,7,6,Buffalo Bills / 1st / 24th pick / 1996,MoulEr00
88,Ryan Neufeld,28,TE,16,1,250,6-4,UCLA,11/22/1975,4,0,,NeufRy00
52,DaShon Polk,26,MLB,16,0,242,6-2,Arizona,3/13/1977,3,1,Buffalo Bills / 7th / 251st pick / 2000,PolkDa20
96,Jeff Posey,28,LB,16,16,241,6-4,Southern Miss,8/14/1975,5,8,,PoseJe20
73,Marcus Price,31,T,16,4,310,6-4,LSU,3/3/1972,6,3,Jacksonville Jaguars / 6th / 172nd pick / 1995,PricMa20
23,Pierson Prioleau,26,DB,16,6,188,5-11,Virginia Tech,8/6/1977,4,3,San Francisco 49ers / 4th / 110th pick / 1999,PrioPi20
61,Mike Pucillo,24,G,13,12,311,6-4,Auburn,7/14/1979,Rook,4,Buffalo Bills / 7th / 215th pick / 2002,PuciMi20
82,Josh Reed,23,WR,16,16,210,5-10,LSU,5/1/1980,1,5,Buffalo Bills / 2nd / 36th pick / 2002,ReedJo01
43,Izell Reese,29,DB,13,9,195,6-2,Ala-Birmingham,5/7/1974,5,4,Dallas Cowboys / 6th / 188th pick / 1998,ReesIz20
66,Lauvale Sape,23,DT,1,0,296,6-1,Utah,8/29/1980,Rook,0,Buffalo Bills / 6th / 187th pick / 2003,SapeLa20
94,Aaron Schobel,26,DE,16,16,243,6-4,TCU,9/1/1977,2,10,Buffalo Bills / 2nd / 46th pick / 2001,SchoAa99
81,Bobby Shaw,28,WR,16,7,185,6-1,California,4/23/1975,4,5,Seattle Seahawks / 6th / 169th pick / 1998,ShawBo00
37,Dainon Sidney,28,DB,2,0,197,6-0,East Tennessee St.Ala-Birmingham,5/30/1975,5,0,Tennessee Oilers / 3rd / 77th pick / 1998,SidnDa20
30,Ken Simonton,24,RB,2,0,191,5-8,Oregon St.,6/7/1979,Rook,0,,SimoKe00
64,Ben Sobieski,24,T,1,0,315,6-5,Iowa,5/3/1979,Rook,0,Buffalo Bills / 5th / 151st pick / 2003,SobiBe20
51,Takeo Spikes,27,LB,16,16,242,6-2,Auburn,12/17/1976,5,12,Cincinnati Bengals / 1st / 13th pick / 1998,SpikTa00
57,Josh Stamer,26,LB,16,0,238,6-2,South Dakota,10/11/1977,Rook,1,,StamJo20
50,Dominique Stevenson,26,LB,16,0,235,6-0,Tennessee,12/28/1977,1,2,Buffalo Bills / 7th / 260th pick / 2002,StevDo21
74,Marques Sullivan,25,G,6,4,325,6-5,Illinois,2/2/1978,2,2,Buffalo Bills / 5th / 144th pick / 2001,SullMa20
70,Trey Teague,29,C,16,16,300,6-5,Tennessee,12/27/1974,4,6,Denver Broncos / 7th / 200th pick / 1998,TeagTr20
28,Kevin Thomas,25,DB,16,1,182,6-0,UNLV,7/28/1978,1,2,Buffalo Bills / 6th / 176th pick / 2002,ThomKe22
65,Ross Tucker,24,G,12,5,316,6-4,Princeton,3/2/1979,2,2,,TuckRo20
10,Alex Van Pelt,33,QB,6,0,220,6-1,Pittsburgh,5/1/1970,8,0,Pittsburgh Steelers / 8th / 216th pick / 1993,VanPAl00
68,Mike Williams,23,T,13,13,370,6-6,Texas,1/11/1980,1,5,Buffalo Bills / 1st / 4th pick / 2002,WillMi22
93,Pat Williams,31,DT,16,16,317,6-3,NE State (OK)Texas A&M,10/24/1972,6,10,,WillPa20
26,Antoine Winfield,26,DB,16,16,180,5-9,Ohio St.,6/24/1977,4,7,Buffalo Bills / 1st / 23rd pick / 1999,WinfAn20
27,Coy Wire,25,DB,16,1,225,6-0,Stanford,11/7/1978,1,2,Buffalo Bills / 3rd / 97th pick / 2002,WireCo20
,Team Total,26.5,,16,,247.3,6-1.6,,,3.2,,,-9999
