No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
92,Freedom Akinmoladun,23,DE,2,0,284,6-3,Nebraska,2/11/1996,Rook,0,,,AkinFr01
97,Geno Atkins,31,DT,16,14,300,6-1,Georgia,3/28/1988,9,9,Cincinnati Bengals / 4th / 120th pick / 2010,$8000000,AtkiGe99
30,Jessie Bates III,22,FS,16,16,200,6-1,Wake Forest,2/26/1997,1,6,Cincinnati Bengals / 2nd / 54th pick / 2018,$704901,BateJe00
25,Giovani Bernard,28,RB,16,2,205,5-9,North Carolina,11/22/1991,6,2,Cincinnati Bengals / 2nd / 37th pick / 2013,$3400000,BernGi00
99,Andrew Billings,24,DT,16,14,328,6-1,Baylor,3/6/1995,2,6,Cincinnati Bengals / 4th / 122nd pick / 2016,$720000,BillAn00
83,Tyler Boyd,25,WR,16,15,203,6-2,Pittsburgh,11/15/1994,3,7,Cincinnati Bengals / 2nd / 55th pick / 2016,$980769,BoydTy00
93,Andrew Brown,24,DE,14,1,290,6-3,Virginia,12/30/1995,1,2,Cincinnati Bengals / 5th / 158th pick / 2018,$495000,BrowAn05
52,Preston Brown,27,ILB,9,8,251,6-1,Louisville,10/27/1992,5,4,Buffalo Bills / 3rd / 73rd pick / 2014,$900000,BrowPr00
4,Randy Bullock,30,K,16,0,210,5-9,Texas A&M,12/16/1989,7,4,Houston Texans / 5th / 161st pick / 2012,$1475000,BullRa00
82,Cethan Carter,24,TE,15,0,248,6-3,Nebraska,9/5/1995,2,0,,$570000,CartCe00
16,Pharoh Cooper,24,WR,1,0,208,5-11,South Carolina,3/7/1995,3,0,Los Angeles Rams / 4th / 117th pick / 2016,,CoopPh00
14,Andy Dalton,32,QB,13,13,219,6-2,TCU,10/29/1987,8,7,Cincinnati Bengals / 2nd / 35th pick / 2011,$16000000,DaltAn00
21,Darqueze Dennard,28,CB,9,5,205,5-11,Michigan St.,10/10/1991,5,2,Cincinnati Bengals / 1st / 24th pick / 2014,$1500000,DennDa00
96,Carlos Dunlap,30,DE,14,14,285,6-6,Florida,2/28/1989,9,8,Cincinnati Bengals / 2nd / 54th pick / 2010,$3100000,DunlCa99
85,Tyler Eifert,29,TE,16,4,255,6-6,Notre Dame,9/8/1990,6,3,Cincinnati Bengals / 1st / 21st pick / 2013,$1000000,EifeTy00
12,Alex Erickson,27,WR,16,6,195,6-0,Wisconsin,11/6/1992,3,4,,$1400000,EricAl01
50,Jordan Evans,24,ILB,16,0,242,6-3,Oklahoma,1/27/1995,2,1,Cincinnati Bengals / 6th / 193rd pick / 2017,$645000,EvanJo01
42,Clayton Fejedelem,26,FS,16,0,205,6-1,Illinois,6/2/1993,3,1,Cincinnati Bengals / 7th / 245th pick / 2016,$720000,FejeCl00
5,Ryan Finley,25,QB,3,3,207,6-4,North Carolina St.,12/26/1994,Rook,1,Cincinnati Bengals / 4th / 104th pick / 2019,$495000,FinlRy00
98,Ryan Glasgow,26,DT,5,2,300,6-3,Michigan,9/30/1993,2,1,Cincinnati Bengals / 4th / 138th pick / 2017,$645000,GlasRy00
77,Cordy Glenn,30,T,6,5,345,6-6,Georgia,9/18/1989,7,2,Buffalo Bills / 2nd / 41st pick / 2012,$7250000,GlenCo00
46,Clark Harris,35,TE,16,0,250,6-5,Rutgers,7/10/1984,11,1,Green Bay Packers / 7th / 243rd pick / 2007,$1030000,HarrCl20
68,Bobby Hart,25,OG,16,16,310,6-5,Florida St.,8/21/1994,4,6,New York Giants / 7th / 226th pick / 2015,$900000,HartBo00
41,Trayvon Henderson,24,S,4,0,205,6-0,Hawaii,8/15/1995,1,0,,$495000,HendTr01
66,Trey Hopkins,27,G,16,16,316,6-3,Texas,7/6/1992,5,6,,$3095000,HopkTr01
94,Sam Hubbard,24,DE,15,15,265,6-5,Ohio St.,6/29/1995,1,7,Cincinnati Bengals / 3rd / 77th pick / 2018,$640000,HubbSa00
10,Kevin Huber,34,P,16,0,210,6-1,Cincinnati,7/16/1985,10,2,Cincinnati Bengals / 5th / 142nd pick / 2009,$2350000,HubeKe20
16,Trenton Irwin,24,WR,1,0,207,6-2,Stanford,12/10/1995,Rook,0,,,IrwiTr00
22,William Jackson III,27,CB,14,13,189,6-0,HoustonTrinity Valley CC (TX),10/27/1992,2,4,Cincinnati Bengals / 1st / 24th pick / 2016,$1773497,JackWi02
64,John Jerry,33,G,11,5,340,6-5,Mississippi,6/14/1986,9,2,Miami Dolphins / 3rd / 73rd pick / 2010,$930000,JerrJo20
74,Fred Johnson,22,G,6,1,326,6-7,Florida,6/5/1997,Rook,1,,,JohnFr01
60,Michael Jordan,21,OL,13,9,315,6-6,Ohio St.,1/25/1998,Rook,4,Cincinnati Bengals / 4th / 136th pick / 2019,$495000,JordMi01
27,Dre Kirkpatrick,30,CB,6,6,190,6-2,Alabama,10/26/1989,7,2,Cincinnati Bengals / 1st / 17th pick / 2012,$9150000,KirkDr00
58,Carl Lawson,24,DE,12,2,265,6-2,Auburn,6/29/1995,2,2,Cincinnati Bengals / 4th / 116th pick / 2017,$645000,LawsCa00
26,Greg Mabin,25,CB,9,0,200,6-1,Iowa,6/25/1994,2,0,,,MabiGr00
29,Tony McRae,26,CB,16,2,185,5-10,North Carolina A&T,5/3/1993,2,1,,$645000,McRaTo00
20,Torry McTyer,24,CB,5,0,188,5-11,UNLV,4/10/1995,2,0,,,McTyTo00
67,John Miller,26,OG,13,13,315,6-3,Louisville,8/12/1993,4,5,Buffalo Bills / 3rd / 81st pick / 2015,$900000,MillJo04
28,Joe Mixon,23,RB,16,15,220,6-1,Oklahoma,7/24/1996,2,7,Cincinnati Bengals / 2nd / 48th pick / 2017,$960470,MixoJo00
17,Stanley Morgan Jr.,23,WR,11,0,205,6-0,Nebraska,9/7/1996,Rook,0,,,MorgSt02
56,Hardy Nickerson,25,ILB,7,0,235,6-0,IllinoisCalifornia,1/5/1994,2,1,,$645000,NickHa02
