No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
57,Keith Adams,25,MLB,16,2,223,5-11,Clemson,11/22/1979,3,2,Tennessee Titans / 7th / 232nd pick / 2001,AdamKe20
2,David Akers,30,K,16,0,200,5-10,Louisville,12/9/1974,6,5,,akersdav01
79,Ian Allen,26,T,4,0,310,6-4,Purdue,7/22/1978,2,0,,AlleIa20
73,Shawn Andrews,22,G,1,1,335,6-4,Arkansas,12/25/1982,Rook,1,Philadelphia Eagles / 1st / 16th pick / 2004,AndrSh55
88,Mike Bartrum,34,TE,16,0,245,6-4,Marshall,6/23/1970,11,0,,BartMi00
11,Jeff Blake,34,QB,3,0,223,6-1,East Carolina,12/4/1970,12,0,New York Jets / 6th / 166th pick / 1992,BlakJe00
24,Sheldon Brown,25,DB,16,16,200,5-10,South Carolina,3/19/1979,2,6,Philadelphia Eagles / 2nd / 59th pick / 2002,BrowSh20
56,Derrick Burgess,26,DE,12,11,260,6-2,Mississippi,8/12/1978,3,5,Philadelphia Eagles / 3rd / 63rd pick / 2001,BurgDe99
66,Trey Darilek,23,G,3,0,310,6-5,Texas-El Paso,4/23/1981,Rook,0,Philadelphia Eagles / 4th / 131st pick / 2004,DariTr20
20,Brian Dawkins,31,DB,15,15,210,6-0,Clemson,10/13/1973,8,13,Philadelphia Eagles / 2nd / 61st pick / 1996,DawkBr00
10,Koy Detmer,31,QB,16,1,195,6-1,Colorado,7/5/1973,6,1,Philadelphia Eagles / 7th / 207th pick / 1997,DetmKo00
53,Hugh Douglas,33,DE,16,3,281,6-2,Central State (OH),8/23/1971,9,2,New York Jets / 1st / 16th pick / 1995,DougHu00
76,Alonzo Ephraim,23,C,14,2,312,6-4,Alabama,11/8/1981,1,2,,EphrAl20
63,Hank Fraley,27,C,16,16,310,6-3,Robert Morris,9/21/1977,3,9,,FralHa20
96,Paul Grasmanis,30,DT,4,0,298,6-3,Notre Dame,8/2/1974,8,1,Chicago Bears / 4th / 116th pick / 1996,GrasPa20
65,Jamaal Green,24,DE,8,0,272,6-2,Miami (FL),6/5/1980,Rook,1,Philadelphia Eagles / 4th / 131st pick / 2003,GreeJa20
77,Artis Hicks,26,G,14,13,312,6-4,Memphis,11/28/1978,1,7,,HickAr20
29,Roderick Hood,23,DB,16,2,201,5-11,Auburn,10/3/1981,1,3,,HoodRo20
8,Dirk Johnson,29,P,16,0,210,6-0,Northern Colorado,6/1/1975,2,2,,JohnDi20
55,Dhani Jones,26,LB,16,15,236,6-1,Michigan,2/22/1978,3,7,New York Giants / 6th / 177th pick / 2000,JoneDh20
93,Jevon Kearse,28,DE,14,14,265,6-4,Florida,9/3/1976,5,7,Tennessee Titans / 1st / 16th pick / 1999,KearJe00
59,Mike Labinjo,24,MLB,3,0,241,6-0,Michigan St.,7/8/1980,Rook,0,,LabiMi20
25,Dorsey Levens,34,RB,15,5,230,6-1,Notre DameGeorgia Tech,5/21/1970,10,4,Green Bay Packers / 5th / 149th pick / 1994,LeveDo00
89,Chad Lewis,33,TE,15,9,252,6-6,BYU,10/5/1971,7,3,,LewiCh00
83,Greg Lewis,24,WR,16,3,185,6-0,Illinois,2/12/1980,1,2,,LewiGr01
32,Michael Lewis,24,DB,16,16,222,6-1,Colorado,4/29/1980,2,8,Philadelphia Eagles / 2nd / 58th pick / 2002,LewiMi99
34,Reno Mahe,24,RB,11,0,212,5-10,BYU,6/3/1980,1,2,,MaheRe00
71,Jermane Mayberry,31,G,12,12,325,6-4,Texas A&M-Kingsville,8/29/1973,8,7,Philadelphia Eagles / 1st / 25th pick / 1996,MaybJe00
22,Eric McCoo,24,RB,1,0,210,5-10,Penn St.,9/6/1980,Rook,1,,McCoEr00
95,Jerome McDougle,26,DE,11,0,264,6-2,Pittsburg St.Miami (FL),12/15/1978,1,1,Philadelphia Eagles / 1st / 15th pick / 2003,McDoJe20
80,Billy McMullen,24,WR,8,0,210,6-4,Virginia,3/8/1980,1,0,Philadelphia Eagles / 3rd / 95th pick / 2003,McMuBi00
5,Donovan McNabb,28,QB,15,15,240,6-2,Syracuse,11/25/1976,5,16,Philadelphia Eagles / 1st / 2nd pick / 1999,McNaDo00
46,Quintin Mikell,24,DB,14,0,204,5-10,Boise St.,9/16/1980,1,1,,MikeQu20
84,Freddie Mitchell,26,WR,16,9,184,5-11,UCLA,11/28/1978,3,4,Philadelphia Eagles / 1st / 25th pick / 2001,MitcFr00
81,Terrell Owens,31,WR,14,14,224,6-3,Chattanooga,12/7/1973,8,12,San Francisco 49ers / 3rd / 89th pick / 1996,OwenTe00
49,Josh Parry,26,RB,13,4,250,6-2,San Jose St.,4/5/1978,Rook,1,,ParrJo00
87,Todd Pinkston,27,WR,16,16,174,6-2,Southern Miss,4/23/1977,4,7,Philadelphia Eagles / 2nd / 36th pick / 2000,PinkTo00
91,Sam Rayburn,24,DT,16,2,303,6-3,Tulsa,10/20/1980,1,3,,RaybSa20
30,J.R. Reed,22,DB,14,1,202,5-11,South Florida,2/11/1982,Rook,1,Philadelphia Eagles / 4th / 129th pick / 2004,ReedJ.20
58,Ike Reese,31,LB,16,1,222,6-2,Michigan St.,10/16/1973,6,5,Philadelphia Eagles / 5th / 142nd pick / 1998,ReesIk99
48,Jon Ritchie,30,FB,3,0,250,6-2,MichiganStanford,9/4/1974,6,0,Oakland Raiders / 3rd / 63rd pick / 1998,RitcJo00
69,Jon Runyan,31,T,16,16,330,6-7,Michigan,11/27/1973,8,9,Houston Oilers / 4th / 109th pick / 1996,RunyJo20
68,Steve Sciullo,24,G,15,5,330,6-5,Marshall,8/27/1980,1,4,Indianapolis Colts / 4th / 122nd pick / 2003,SciuSt20
26,Lito Sheppard,23,DB,15,15,194,5-10,Florida,4/8/1981,2,17,Philadelphia Eagles / 1st / 26th pick / 2002,ShepLi99
52,Jason Short,26,LB,11,0,254,6-4,East. Michigan,7/15/1978,Rook,1,,ShorJa20
90,Corey Simon,27,DT,16,16,300,6-2,Florida St.,3/2/1977,4,8,Philadelphia Eagles / 1st / 6th pick / 2000,SimoCo00
50,Mark Simoneau,27,LB,14,13,245,6-0,Kansas St.,1/16/1977,4,6,Atlanta Falcons / 3rd / 67th pick / 2000,SimoMa20
82,L.J. Smith,24,TE,16,8,258,6-3,Rutgers,5/13/1980,1,4,Philadelphia Eagles / 2nd / 61st pick / 2003,SmitL.00
41,Thomas Tapeh,24,FB,7,0,243,6-1,Minnesota,3/28/1980,Rook,0,Philadelphia Eagles / 5th / 162nd pick / 2004,TapeTh00
78,Hollis Thomas,30,DT,13,2,306,6-0,Northern Illinois,1/10/1974,8,2,,ThomHo20
72,Tra Thomas,30,T,15,15,349,6-7,Florida St.,11/20/1974,6,11,Philadelphia Eagles / 1st / 11th pick / 1998,ThomTr00
54,Jeremiah Trotter,27,LB,16,9,262,6-1,S.F. Austin,1/20/1977,6,7,Philadelphia Eagles / 3rd / 72nd pick / 1998,TrotJe00
97,Darwin Walker,27,DT,16,16,294,6-3,North Carolina St.Tennessee,6/15/1977,4,7,Arizona Cardinals / 3rd / 71st pick / 2000,WalkDa21
21,Matt Ware,22,DB,12,0,210,6-2,UCLA,12/2/1982,Rook,1,Philadelphia Eagles / 3rd / 89th pick / 2004,WareMa20
51,Nate Wayne,29,LB,9,7,229,6-0,Mississippi,1/12/1975,6,3,Denver Broncos / 7th / 219th pick / 1998,WaynNa20
36,Brian Westbrook,25,RB,13,12,203,5-10,Villanova,9/2/1979,2,13,Philadelphia Eagles / 3rd / 91st pick / 2002,WestBr00
31,Dexter Wynn,23,DB,12,0,177,5-9,Colorado St.,2/25/1981,Rook,1,Philadelphia Eagles / 6th / 192nd pick / 2004,WynnDe20
,Team Total,27,,16,,249.2,6-1.7,,,3.7,,,-9999
