No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
28,Ugo Amadi,22,S,16,0,201,5-9,Oregon,5/16/1997,Rook,1,Seattle Seahawks / 4th / 132nd pick / 2019,$495000,AmadUg00
94,Ezekiel Ansah,30,DE,11,1,275,6-5,BYU,5/29/1989,6,2,Detroit Lions / 1st / 5th pick / 2013,$2500000,AnsaEz00
57,Cody Barton,23,LB,16,2,237,6-2,Utah,11/13/1996,Rook,2,Seattle Seahawks / 3rd / 88th pick / 2019,$495000,BartCo00
44,Nick Bellore,30,LB,14,1,250,6-1,Central Michigan,5/12/1989,8,2,,$930000,BellNi01
27,Marquise Blair,22,S,14,3,196,6-1,Utah,7/18/1997,Rook,2,Seattle Seahawks / 2nd / 47th pick / 2019,$495000,BlaiMa01
68,Justin Britt,28,OT,8,8,315,6-6,Missouri,5/29/1991,5,4,Seattle Seahawks / 2nd / 64th pick / 2014,$4500000,BritJu00
76,Duane Brown,34,LT,12,12,315,6-4,Virginia Tech,8/30/1985,11,6,Houston Texans / 1st / 26th pick / 2008,$8000000,BrowDu20
18,Jaron Brown,29,WR,14,4,204,6-3,Clemson,1/8/1990,6,2,,$2750000,BrowJa03
55,Ben Burr-Kirven,22,LB,16,0,230,6-0,Washington,9/8/1997,Rook,1,Seattle Seahawks / 5th / 142nd pick / 2019,$495000,BurrBe00
32,Chris Carson,25,RB,15,15,222,5-11,Butler (KS)Oklahoma St.,9/16/1994,2,10,Seattle Seahawks / 7th / 249th pick / 2017,$645000,CarsCh00
90,Jadeveon Clowney,26,DE,13,11,255,6-5,South Carolina,2/14/1993,5,6,Houston Texans / 1st / 1st pick / 2014,$15967200,ClowJa00
95,L.J. Collier,24,DL,11,0,291,6-2,TCU,9/12/1995,Rook,1,Seattle Seahawks / 1st / 29th pick / 2019,$495000,CollLJ00
4,Michael Dickson,23,P,16,0,208,6-2,Texas,1/4/1996,1,2,Seattle Seahawks / 5th / 149th pick / 2018,$570000,DickMi00
37,Quandre Diggs,26,CB,5,5,197,5-9,Texas,1/22/1993,4,3,Detroit Lions / 6th / 200th pick / 2015,,DiggQu00
88,Will Dissly,23,TE,6,6,265,6-4,Washington,7/8/1996,1,2,Seattle Seahawks / 4th / 120th pick / 2018,$570000,DissWi00
74,George Fant,27,T,16,7,322,6-5,Western Kentucky,7/19/1992,3,4,,$3095000,FantGe00
21,Tre Flowers,24,SS,15,15,203,6-3,Oklahoma St.,6/2/1995,1,6,Seattle Seahawks / 5th / 146th pick / 2018,$570000,FlowTr01
78,D.J. Fluker,28,OT,14,14,342,6-5,Alabama,3/13/1991,6,7,San Diego Chargers / 1st / 11th pick / 2013,$850000,FlukDJ00
97,Poona Ford,24,DT,15,14,310,5-11,Texas,11/19/1995,1,6,,$570000,FordPo00
10,Josh Gordon,28,WR,5,1,225,6-3,UtahBaylor,4/13/1991,7,1,Cleveland Browns / 2nd / 1st pick / 2012 Supp,,GordJo02
