No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
98,Sam Adams,23,DT,16,15,350,6-3,Texas A&M,6/13/1973,2,6,Seattle Seahawks / 1st / 8th pick / 1994,AdamSa00
74,James Atkins,26,T,16,16,306,6-6,Louisiana,1/28/1970,2,8,,AtkiJa20
75,Howard Ballard,33,T,16,16,325,6-6,Alabama A&M,11/3/1963,8,8,Buffalo Bills / 11th / 283rd pick / 1987,BallHo00
54,Mike Barber,25,LB,13,7,246,6-0,Clemson,11/9/1971,1,3,,BarbMi20
63,Frank Beede,23,G,14,2,296,6-4,CaliforniaPanhandle State (OK),5/1/1973,Rook,2,,BeedFr20
20,Jay Bellamy,24,DB,16,0,200,5-11,Rutgers,7/8/1972,2,1,,BellJa22
25,Robert Blackmon,29,DB,16,16,208,6-0,Baylor,5/12/1967,6,5,Seattle Seahawks / 2nd / 34th pick / 1990,BlacRo20
89,Brian Blades,31,WR,11,9,189,5-11,Miami (FL),7/24/1965,8,5,Seattle Seahawks / 2nd / 49th pick / 1988,BladBr00
31,Steve Broussard,29,RB,12,0,201,5-7,Washington St.,2/22/1967,6,1,Atlanta Falcons / 1st / 20th pick / 1990,BrouSt00
34,Reggie Brown,23,RB,7,0,244,6-0,Fresno St.,6/26/1973,Rook,0,Seattle Seahawks / 3rd / 91st pick / 1996,BrowRe00
87,Carlester Crumpler,25,TE,16,7,260,6-6,East Carolina,9/5/1971,2,2,Seattle Seahawks / 7th / 202nd pick / 1994,CrumCa00
79,Ed Cunningham,27,C,11,3,290,6-3,Washington,8/17/1969,4,2,Phoenix Cardinals / 3rd / 61st pick / 1992,CunnEd20
21,T.J. Cunningham,24,DB,9,0,191,6-0,Colorado,10/24/1972,Rook,1,Seattle Seahawks / 6th / 209th pick / 1996,CunnT.20
93,Phillip Daniels,23,DE,15,0,310,6-6,Georgia,3/4/1973,Rook,1,Seattle Seahawks / 4th / 99th pick / 1996,DaniPh20
94,Antonio Edwards,26,DE,12,3,271,6-3,Valdosta St.,3/10/1970,3,2,Seattle Seahawks / 8th / 204th pick / 1993,EdwaAn20
86,Christian Fauria,25,TE,10,9,250,6-4,Colorado,9/22/1971,1,2,Seattle Seahawks / 2nd / 39th pick / 1995,FaurCh00
17,John Friesz,29,QB,8,6,214,6-4,Idaho,5/19/1967,6,6,San Diego Chargers / 6th / 138th pick / 1990,FrieJo00
84,Joey Galloway,25,WR,16,16,200,5-11,Ohio St.,11/20/1971,1,11,Seattle Seahawks / 1st / 8th pick / 1995,GallJo00
8,Stan Gelbaugh,34,QB,1,1,207,6-3,Maryland,12/4/1962,7,0,Dallas Cowboys / 6th / 150th pick / 1986,GelbSt00
77,Derrick Graham,29,G,16,16,310,6-4,Appalachian St.,3/18/1967,6,8,Kansas City Chiefs / 5th / 124th pick / 1990,GrahDe21
26,Carlton Gray,25,DB,16,16,198,6-0,UCLA,6/26/1971,3,5,Seattle Seahawks / 2nd / 30th pick / 1993,GrayCa20
32,Oscar Gray,24,RB,9,0,255,6-1,Arkansas,9/25/1972,Rook,0,,GrayOs20
