No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
49,Tremayne Allen,23,TE,2,0,234,6-2,Florida,8/9/1974,Rook,0,,AlleTr00
84,John Allred,23,TE,15,4,249,6-4,USC,9/9/1974,Rook,1,Chicago Bears / 2nd / 38th pick / 1997,AllrJo00
21,Darnell Autry,21,RB,13,3,210,5-10,Northwestern,6/19/1976,Rook,2,Chicago Bears / 4th / 105th pick / 1997,AutrDa00
32,Ricky Bell,23,DB,5,0,194,5-10,North Carolina St.,10/2/1974,1,0,,BellRi21
82,Fabien Bownes,25,WR,16,0,185,5-11,Western Illinois,2/29/1972,2,1,,BownFa00
63,Todd Burger,27,G,15,15,303,6-3,Penn St.,3/20/1970,3,6,,BurgTo20
35,James Burton,26,DB,5,1,184,5-9,HawaiiFresno St.,4/27/1971,3,1,Kansas City Chiefs / 5th / 151st pick / 1994,BurtJa20
59,Daryl Carter,22,LB,1,0,222,6-2,Wisconsin,2/24/1975,Rook,0,,CartDa20
23,Marty Carter,28,DB,15,15,209,6-1,Middle Tenn. St.,12/17/1969,6,5,Tampa Bay Buccaneers / 8th / 207th pick / 1991,CartMa20
25,Tom Carter,25,DB,16,16,185,6-0,Notre Dame,9/5/1972,4,6,Washington Redskins / 1st / 17th pick / 1993,CartTo20
30,Tony Carter,25,RB,16,10,230,6-0,Minnesota,8/23/1972,3,1,,CartTo00
72,Jon Clark,24,T,1,0,345,6-6,Temple,4/11/1973,1,0,Chicago Bears / 6th / 187th pick / 1996,ClarJo20
80,Curtis Conway,26,WR,7,7,196,6-1,USC,1/13/1971,4,4,Chicago Bears / 1st / 7th pick / 1993,ConwCu00
24,Terry Cousin,22,DB,6,0,181,5-9,South Carolina,3/11/1975,Rook,0,,CousTe20
52,Bryan Cox,29,LB,16,15,250,6-4,Western Illinois,2/17/1968,6,7,Miami Dolphins / 5th / 113th pick / 1991,CoxxBr00
54,Ron Cox,29,RLB,15,13,235,6-2,Fresno St.,3/29/1968,7,5,Chicago Bears / 2nd / 33rd pick / 1990,CoxxRo20
20,Corey Dowden,29,DB,2,0,190,5-11,Tulane,10/18/1968,1,0,,DowdCo20
38,Mike Dulaney,27,RB,7,0,245,6-0,North Carolina,9/9/1970,2,0,,DulaMi00
81,Bobby Engram,24,WR,11,11,192,5-10,Penn St.,1/7/1973,1,3,Chicago Bears / 2nd / 52nd pick / 1996,EngrBo00
99,Jim Flanigan,26,DT,16,16,290,6-2,Notre Dame,8/27/1971,3,8,Chicago Bears / 3rd / 74th pick / 1994,FlanJi21
