No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
71,Willie Anderson,30,T,16,16,340,6-5,Auburn,7/11/1975,9,19,Cincinnati Bengals / 1st / 10th pick / 1996,AndeWi00
79,Stacy Andrews,24,T,14,0,318,6-6,Mississippi,6/2/1981,1,1,Cincinnati Bengals / 4th / 123rd pick / 2004,AndrSt21
96,Matthias Askew,23,DT,1,0,308,6-5,Michigan St.,7/1/1982,1,0,Cincinnati Bengals / 4th / 114th pick / 2004,AskeMa20
21,Rashad Bauman,26,DB,11,1,184,5-8,Oregon,5/7/1979,3,1,Washington Redskins / 3rd / 79th pick / 2002,BaumRa20
41,Patrick Body,23,DB,6,0,205,6-2,Toledo,1/17/1982,Rook,0,,BodyPa20
74,Rich Braham,35,C,15,15,305,6-4,West Virginia,11/6/1970,11,9,Arizona Cardinals / 3rd / 76th pick / 1994,BrahRi20
27,Greg Brooks,25,DB,11,0,182,5-11,Southern Miss,12/16/1980,Rook,1,Cincinnati Bengals / 6th / 183rd pick / 2004,BrooGr20
92,Duane Clemons,31,DE,10,0,275,6-5,California,5/23/1974,9,1,Minnesota Vikings / 1st / 16th pick / 1996,ClemDu20
68,Jonathan Fanene,23,DE,3,1,292,6-4,Utah,3/19/1982,Rook,0,Cincinnati Bengals / 7th / 233rd pick / 2005,FaneJo20
91,Robert Geathers,22,DE,16,16,286,6-3,Georgia,8/11/1983,1,6,Cincinnati Bengals / 4th / 117th pick / 2004,GeatRo21
53,Eric Ghiaciuc,24,C,5,1,303,6-4,Central Michigan,5/28/1981,Rook,1,Cincinnati Bengals / 4th / 119th pick / 2005,GhiaEr20
17,Shayne Graham,28,K,16,0,210,6-0,Virginia Tech,12/9/1977,4,4,,grahasha01
15,Chris Henry,22,WR,14,5,200,6-4,West Virginia,5/17/1983,Rook,5,Cincinnati Bengals / 3rd / 83rd pick / 2005,HenrCh00
84,T.J. Houshmandzadeh,28,WR,14,12,200,6-2,Cerritos (CA)Oregon St.,9/26/1977,4,12,Cincinnati Bengals / 7th / 204th pick / 2001,HousTJ00
20,Tory James,32,DB,16,16,192,6-2,LSU,5/18/1973,9,6,Denver Broncos / 2nd / 44th pick / 1996,JameTo99
85,Chad Johnson,27,WR,16,16,188,6-1,LangstonOregon St.,1/9/1978,4,17,Cincinnati Bengals / 2nd / 36th pick / 2001,JohnCh01
31,Jeremi Johnson,25,FB,16,11,275,5-11,IndianaWestern Kentucky,9/4/1980,2,1,Cincinnati Bengals / 4th / 118th pick / 2003,JohnJe00
59,Landon Johnson,24,MLB,16,10,232,6-2,Purdue,3/13/1981,1,4,Cincinnati Bengals / 3rd / 96th pick / 2004,JohnLa20
32,Rudi Johnson,26,RB,16,14,228,5-10,Butler (KS)Auburn,10/1/1979,4,14,Cincinnati Bengals / 4th / 100th pick / 2001,JohnRu00
76,Levi Jones,26,T,15,15,307,6-5,Arizona St.,8/24/1979,3,9,Cincinnati Bengals / 1st / 10th pick / 2002,JoneLe23
34,Kevin Kaesviharn,29,DB,16,16,200,6-1,Augustana (SD),8/29/1976,4,6,,KaesKe20
82,Reggie Kelly,28,TE,15,14,257,6-4,Mississippi St.,2/22/1977,6,1,Atlanta Falcons / 2nd / 42nd pick / 1999,KellRe00
