No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
67,Jason Andersen,25,G,7,0,319,6-6,BYU,9/3/1975,1,0,New England Patriots / 7th / 211th pick / 1998,AndeJa20
63,Joe Andruzzi,25,G,11,11,315,6-3,Southern Connecticut St.,8/23/1975,2,4,,AndrJo21
78,Bruce Armstrong,35,T,16,16,295,6-4,Louisville,9/7/1965,13,8,New England Patriots / 1st / 23rd pick / 1987,ArmsBr00
7,Michael Bishop,24,QB,8,0,215,6-2,Blinn College (TX)Kansas St.,5/15/1976,Rook,0,New England Patriots / 7th / 227th pick / 1999,BishMi00
86,Eric Bjornson,29,TE,8,6,236,6-4,Washington,12/15/1971,5,1,Dallas Cowboys / 4th / 110th pick / 1995,BjorEr00
11,Drew Bledsoe,28,QB,16,16,238,6-5,Washington St.,2/14/1972,7,11,New England Patriots / 1st / 1st pick / 1993,BledDr00
12,Tom Brady,23,QB,1,0,225,6-4,Michigan,8/3/1977,Rook,0,New England Patriots / 6th / 199th pick / 2000,BradTo00
80,Troy Brown,29,WR,16,15,196,5-10,Marshall,7/2/1971,7,10,New England Patriots / 8th / 198th pick / 1993,BrowTr00
54,Tedy Bruschi,27,LB,16,16,247,6-1,Arizona,6/9/1973,4,7,New England Patriots / 3rd / 86th pick / 1996,BrusTe99
82,Chris Calloway,32,WR,7,2,188,5-10,Michigan,3/29/1968,10,1,Pittsburgh Steelers / 4th / 97th pick / 1990,CallCh00
30,Tony Carter,28,RB,16,6,230,6-0,Minnesota,8/23/1972,6,1,,CartTo00
58,Matt Chatham,23,LB,6,0,250,6-4,South Dakota,6/28/1977,Rook,0,,ChatMa20
93,Antico Dalton,25,LB,3,0,240,6-1,Hampton,12/31/1975,1,1,Minnesota Vikings / 6th / 199th pick / 1999,DaltAn20
84,Shockmain Davis,23,WR,12,1,205,6-0,Angelo State (TX),8/20/1977,Rook,0,,DaviSh00
90,Chad Eaton,28,DT,14,13,303,6-5,Washington St.,4/6/1972,4,6,Arizona Cardinals / 7th / 241st pick / 1995,EatoCh20
46,Chris Eitzmann,23,TE,5,1,255,6-5,Harvard,4/1/1977,Rook,0,,EitzCh20
33,Kevin Faulk,24,RB,16,9,202,5-8,LSU,6/5/1976,1,8,New England Patriots / 2nd / 46th pick / 1999,FaulKe00
64,Derrick Fletcher,25,T,2,2,350,6-6,Baylor,9/9/1975,Rook,1,New England Patriots / 5th / 154th pick / 1999,FletDe20
37,Chris Floyd,25,RB,11,0,231,6-2,Michigan,6/23/1975,2,0,New England Patriots / 3rd / 81st pick / 1998,FloyCh00
17,John Friesz,33,QB,1,0,214,6-4,Idaho,5/19/1967,10,0,San Diego Chargers / 6th / 138th pick / 1990,FrieJo00
41,Tony George,25,DB,15,0,205,5-11,Florida,8/10/1975,1,2,New England Patriots / 3rd / 91st pick / 1999,GeorTo20
88,Terry Glenn,26,WR,16,16,195,5-11,Ohio St.,7/23/1974,4,9,New England Patriots / 1st / 7th pick / 1996,GlenTe00
97,Reggie Grimes,24,DE,8,0,300,6-4,Alabama,11/7/1976,Rook,1,,GrimRe20
91,Bobby Hamilton,29,DE,16,16,280,6-5,Southern Miss,7/1/1971,4,8,,HamiBo20
23,Antwan Harris,23,DB,14,0,194,5-9,Virginia,5/29/1977,Rook,2,New England Patriots / 6th / 187th pick / 2000,HarrAn21
29,Raymont Harris,30,RB,1,0,226,6-0,Ohio St.,12/23/1970,6,0,Chicago Bears / 4th / 114th pick / 1994,HarrRa00
50,Rob Holmberg,29,MLB,16,5,230,6-3,NavyPenn St.,5/6/1971,6,3,Los Angeles Raiders / 7th / 217th pick / 1994,HolmRo20
72,Sale Isaia,28,G,16,14,320,6-5,UCLA,6/13/1972,4,6,,IsaiSa20
82,Curtis Jackson,27,WR,5,2,190,5-10,Texas,9/22/1973,Rook,0,,JackCu00
60,Garrett Johnson,25,NT,8,2,295,6-3,Illinois,12/31/1975,Rook,2,,JohnGa20
10,Lee Johnson,39,P,16,0,200,6-2,BYU,11/27/1961,15,3,Houston Oilers / 5th / 138th pick / 1985,johnslee01
51,Olrick Johnson,23,LB,12,0,244,6-0,Florida A&M,8/20/1977,1,1,,JohnOl20
52,Ted Johnson,28,LB,13,11,253,6-4,Colorado,12/4/1972,5,6,New England Patriots / 2nd / 57th pick / 1995,JohnTe20
34,Tebucky Jones,26,DB,15,9,218,6-2,Syracuse,10/6/1974,2,4,New England Patriots / 1st / 22nd pick / 1998,JoneTe20
59,Andy Katzenmoyer,23,LB,8,3,255,6-3,Ohio St.,12/2/1977,1,2,New England Patriots / 1st / 28th pick / 1999,KatzAn20
70,Adrian Klemm,23,G,5,4,312,6-3,Hawaii,5/21/1977,Rook,2,New England Patriots / 2nd / 46th pick / 2000,KlemAd20
68,Max Lane,29,T,6,5,315,6-6,Navy,2/22/1971,6,2,New England Patriots / 6th / 168th pick / 1994,LaneMa20
38,Antonio Langham,28,DB,15,7,181,6-0,Alabama,7/31/1972,6,4,Cleveland Browns / 1st / 9th pick / 1994,LangAn20
24,Ty Law,26,DB,15,15,200,5-11,Michigan,2/10/1974,5,6,New England Patriots / 1st / 23rd pick / 1995,LawxTy00
55,Willie McGinest,29,DE,14,14,268,6-5,USC,12/11/1971,6,8,New England Patriots / 1st / 4th pick / 1994,McGiWi00
99,Marc Megna,24,MLB,4,0,245,6-2,Richmond,7/30/1976,Rook,0,New York Jets / 6th / 183rd pick / 1999,MegnMa20
36,Lawyer Milloy,27,DB,16,16,211,6-0,Washington,11/14/1973,4,7,New England Patriots / 2nd / 36th pick / 1996,MillLa00
98,Brandon Mitchell,25,DE,11,9,290,6-3,Texas A&M,6/19/1975,3,4,New England Patriots / 2nd / 59th pick / 1997,MitcBr20
92,David Nugent,23,DE,6,0,300,6-4,Purdue,10/27/1977,Rook,0,New England Patriots / 6th / 201st pick / 2000,NugeDa21
35,Patrick Pass,23,FB,5,2,217,5-10,Georgia,12/31/1977,Rook,1,New England Patriots / 7th / 239th pick / 2000,PassPa00
46,Jeff Paulk,24,FB,1,0,240,6-0,Arizona St.,4/26/1976,1,0,Atlanta Falcons / 3rd / 92nd pick / 1999,PaulJe20
66,Lonie Paxton,22,C,16,0,270,6-2,Sacramento St.,3/13/1978,Rook,2,,PaxtLo20
77,Greg Randall,22,T,12,4,322,6-5,Michigan St.,6/23/1978,Rook,2,New England Patriots / 4th / 127th pick / 2000,RandGr20
21,J.R. Redmond,23,RB,12,5,215,5-11,Arizona St.,9/28/1977,Rook,4,New England Patriots / 3rd / 76th pick / 2000,RedmJ.00
67,Grey Ruegamer,24,C,6,0,299,6-4,Arizona St.,6/11/1976,Rook,0,Miami Dolphins / 3rd / 72nd pick / 1999,RuegGr20
83,Rod Rutledge,25,TE,16,11,262,6-5,Alabama,8/12/1975,2,1,New England Patriots / 2nd / 54th pick / 1998,RutlRo00
31,Kato Serwanga,24,DB,15,0,205,6-0,Sacramento St.PacificCalifornia,7/23/1976,1,2,,SerwKa20
