No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
95,McTelvin Agim,23,DL,10,0,309,6-3,Arkansas,9/25/1997,Rook,1,Denver Broncos / 3rd / 95th pick / 2020,$610000,AgimMc00
76,Calvin Anderson,24,T,16,2,300,6-5,RiceTexas,3/25/1996,Rook,2,,$675000,AndeCa00
97,Jeremiah Attaochu,27,OLB,13,5,262,6-3,Georgia Tech,1/17/1993,6,3,San Diego Chargers / 2nd / 50th pick / 2014,$1000000,AttaJe00
75,Quinn Bailey,25,T,1,0,323,6-6,Arizona St.,10/18/1995,1,0,,$510000,BailQu00
34,Essang Bassey,22,DB,12,3,190,5-10,Wake Forest,8/12/1998,Rook,2,,,BassEs01
41,De'Vante Bausby,27,DB,10,3,190,6-2,Pittsburg St.,1/15/1993,4,1,,$388235,BausDe00
83,Andrew Beck,24,TE,10,0,255,6-3,Texas,5/15/1996,1,0,,$552942,BeckAn01
32,LeVante Bellamy,24,RB,5,0,188,5-9,Western Michigan,11/28/1996,Rook,0,,$502353,BellLe02
46,Jacob Bobenmoyer,23,LS,16,0,235,6-2,Northern Colorado,5/28/1997,Rook,1,,,BobeJa00
72,Garett Bolles,28,OT,15,15,300,6-5,Snow College (UT)Utah,5/27/1992,3,10,Denver Broncos / 1st / 20th pick / 2017,$1969351,BollGa00
21,A.J. Bouye,29,CB,7,7,191,6-0,Central Florida,8/16/1991,7,2,,$13000000,BouyA.00
51,Nigel Bradham,31,OLB,1,0,241,6-2,Florida St.,9/4/1989,8,0,Buffalo Bills / 4th / 105th pick / 2012,,BradNi00
19,Fred Brown,27,WR,1,0,195,6-1,Mississippi St.,12/1/1993,2,0,,$585000,BrowFr01
80,Jake Butt,25,TE,5,1,250,6-6,Michigan,7/11/1995,2,0,Denver Broncos / 5th / 145th pick / 2017,$825000,ButtJa00
53,Austin Calitro,26,RILB,13,0,240,6-0,Villanova,1/10/1994,2,1,,$679412,CaliAu00
29,Bryce Callahan,29,CB,10,10,188,5-9,Rice,10/23/1991,5,4,,$1250000,CallBr00
99,Jurrell Casey,31,DL,3,3,305,6-1,USC,12/5/1989,9,1,Tennessee Titans / 3rd / 77th pick / 2011,$11250000,CaseJu00
91,Anthony Chickillo,28,DE,11,0,255,6-3,Miami (FL),12/10/1992,5,1,Pittsburgh Steelers / 6th / 212th pick / 2015,$856471,ChicAn00
55,Bradley Chubb,24,DE,14,14,275,6-4,North Carolina St.,6/24/1996,2,10,Denver Broncos / 1st / 5th pick / 2018,$750000,ChubBr00
16,Tyrie Cleveland,23,WR,10,0,209,6-2,Florida,9/20/1997,Rook,0,Denver Broncos / 7th / 252nd pick / 2020,$610000,ClevTy00
35,Jeremy Cox,24,RB,7,1,235,6-0,Old Dominion,8/16/1996,Rook,0,,$397059,CoxxJe00
79,Lloyd Cushenberry III,23,OL,16,16,312,6-3,LSU,11/22/1997,Rook,6,Denver Broncos / 3rd / 83rd pick / 2020,,CushLl00
20,Duke Dawson,25,CB,12,1,198,5-10,Florida,10/13/1995,2,1,New England Patriots / 2nd / 56th pick / 2018,$911352,DawsDu00
78,Demar Dotson,35,T,8,8,315,6-9,Southern Miss,10/11/1985,11,3,,$1150000,DotsDe00
9,Jeff Driskel,27,QB,3,1,235,6-4,FloridaLouisiana Tech,4/23/1993,2,1,San Francisco 49ers / 6th / 207th pick / 2016,$1000000,DrisJe00
87,Noah Fant,23,TE,15,14,249,6-4,Iowa,11/20/1997,1,5,Denver Broncos / 1st / 20th pick / 2019,$1067306,FantNo00
