No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
20,Mike Adams,29,DB,15,2,205,5-11,Delaware,3/24/1981,6,2,,AdamMi21
85,Sam Aiken,30,WR,3,0,220,6-2,North Carolina,12/14/1980,7,0,Buffalo Bills / 4th / 127th pick / 2003,AikeSa00
57,Eric Alexander,28,LB,5,0,240,6-2,LSU,2/8/1982,6,0,,AlexEr20
50,Eric Barton,33,LILB,16,12,245,6-3,Maryland,9/29/1977,11,6,Oakland Raiders / 5th / 146th pick / 1999,BartEr20
22,Mike Bell,27,RB,11,1,225,6-0,Arizona,4/23/1983,4,1,,BellMi00
58,Marcus Benard,25,LB,15,2,256,6-2,Jackson St.,7/26/1985,1,2,,BenaMa00
96,David Bowens,33,DE,15,4,265,6-3,MichiganWestern Illinois,7/3/1977,11,4,Denver Broncos / 5th / 158th pick / 1999,BoweDa20
24,Sheldon Brown,31,DB,16,16,200,5-10,South Carolina,3/19/1979,8,6,Philadelphia Eagles / 2nd / 59th pick / 2002,BrowSh20
59,Titus Brown,24,DE,13,0,305,6-4,Mississippi St.,3/27/1986,2,1,,BrowTi20
34,Thomas Clayton,26,RB,2,0,225,5-11,Kansas St.,4/26/1984,Rook,0,,ClayTh00
90,Kenyon Coleman,31,DE,16,14,293,6-5,UCLA,4/10/1979,8,8,Oakland Raiders / 5th / 147th pick / 2002,ColeKe20
54,Blake Costanzo,26,LB,10,0,235,6-1,Lafayette,4/14/1984,3,1,,CostBl20
16,Josh Cribbs,27,WR,15,5,192,6-1,Kent St.,6/9/1983,5,2,,CribJo01
28,James Davis,24,RB,4,0,218,5-11,Clemson,1/1/1986,1,0,Cleveland Browns / 6th / 195th pick / 2009,DaviJa03
4,Phil Dawson,35,K,16,0,200,5-11,Texas,1/23/1975,11,3,,dawsophi01
17,Jake Delhomme,35,QB,5,4,215,6-2,Louisiana,1/10/1975,11,2,,DelhJa00
26,Abram Elam,29,DB,16,15,212,6-0,Notre DameKent St.,10/15/1981,4,7,,ElamAb20
13,Yamon Figurs,27,WR,1,0,174,6-0,Kansas St.,1/10/1983,3,0,Baltimore Ravens / 3rd / 74th pick / 2007,FiguYa00
36,Coye Francies,24,DB,2,0,180,6-0,San Jose St.,11/15/1986,1,0,Cleveland Browns / 6th / 191st pick / 2009,FranCo99
99,Scott Fujita,31,LB,9,9,250,6-5,California,4/28/1979,8,4,Kansas City Chiefs / 5th / 143rd pick / 2002,FujiSc20
51,Chris Gocong,27,DE,16,16,263,6-2,Cal Poly-San Luis Obispo,11/16/1983,3,7,Philadelphia Eagles / 3rd / 71st pick / 2006,GocoCh99
23,Joe Haden,21,DB,16,7,195,5-11,Florida,4/14/1989,Rook,5,Cleveland Browns / 1st / 7th pick / 2010,HadeJo99
35,Jerome Harrison,27,RB,4,1,205,5-9,Washington St.,2/26/1983,4,1,Cleveland Browns / 5th / 145th pick / 2006,HarrJe00
40,Peyton Hillis,24,RB,16,14,240,6-1,Arkansas,1/21/1986,2,10,Denver Broncos / 7th / 227th pick / 2008,HillPe00
2,Reggie Hodges,28,P,16,0,220,6-0,Ball St.,1/26/1982,5,3,St. Louis Rams / 6th / 210th pick / 2005,HodgRe20
94,Travis Ivey,24,DT,1,1,325,6-4,Maryland,12/22/1986,Rook,0,,IveyTr00
30,Eric King,28,DB,4,0,190,5-10,Wake Forest,5/10/1982,5,0,Buffalo Bills / 5th / 156th pick / 2005,KingEr20
66,Shawn Lauvao,23,G,10,1,308,6-3,Arizona St.,10/26/1987,Rook,1,Cleveland Browns / 3rd / 92nd pick / 2010,LauvSh20
55,Alex Mack,25,C,16,16,311,6-4,California,11/19/1985,1,8,Cleveland Browns / 1st / 21st pick / 2009,MackAl20
56,Kaluka Maiava,23,LB,2,0,226,5-11,USC,3/22/1987,1,0,Cleveland Browns / 4th / 104th pick / 2009,MaiaKa99
11,Mohamed Massaquoi,24,WR,15,14,210,6-1,Georgia,11/24/1986,1,3,Cleveland Browns / 2nd / 50th pick / 2009,MassMo00
12,Colt McCoy,24,QB,8,8,212,6-1,Texas,9/5/1986,Rook,4,Cleveland Browns / 3rd / 85th pick / 2010,McCoCo00
18,Carlton Mitchell,22,WR,5,0,212,6-4,South Florida,4/6/1988,Rook,0,Cleveland Browns / 6th / 177th pick / 2010,MitcCa00
89,Evan Moore,25,WR,12,4,232,6-7,Stanford,1/3/1985,1,2,,MoorEv00
95,Steve Octavien,26,LB,2,0,238,6-0,Nebraska,11/25/1984,2,0,,OctaSt00
79,Tony Pashos,30,T,6,3,325,6-6,Illinois,8/3/1980,6,1,Baltimore Ravens / 5th / 173rd pick / 2003,PashTo20
28,Sabby Piscitelli,27,LB,5,0,222,6-3,Oregon St.,8/24/1983,3,1,Tampa Bay Buccaneers / 2nd / 64th pick / 2007,PiscSa99
64,Ryan Pontbriand,31,C,16,0,255,6-2,Rice,10/1/1979,7,2,Cleveland Browns / 5th / 142nd pick / 2003,PontRy20
22,Derrick Roberson,25,DB,2,0,185,5-10,Rutgers,3/12/1985,1,0,,RobeDe00
67,Derreck Robinson,28,DE,14,0,295,6-4,Iowa,3/3/1982,5,1,,RobiDe21
80,Brian Robiskie,23,WR,14,11,207,6-2,Ohio St.,12/3/1987,1,2,Cleveland Browns / 2nd / 36th pick / 2009,RobiBr00
92,Shaun Rogers,31,DT,15,1,350,6-4,Texas,3/12/1979,9,2,Detroit Lions / 2nd / 61st pick / 2001,RogeSh99
53,Matt Roth,28,DE,16,16,275,6-4,Iowa,10/14/1982,5,7,Miami Dolphins / 2nd / 46th pick / 2005,RothMa20
84,Robert Royal,31,TE,15,4,257,6-4,LSU,5/15/1979,7,0,Washington Redskins / 5th / 160th pick / 2002,RoyaRo00
71,Ahtyba Rubin,24,NT,16,16,315,6-2,Iowa St.,7/25/1986,2,8,Cleveland Browns / 6th / 190th pick / 2008,RubiAh99
91,Brian Schaefering,27,DT,16,9,286,6-4,Lindenwood,8/20/1983,1,5,,SchaBr00
81,Alex Smith,28,TE,3,1,250,6-4,Stanford,5/22/1982,5,0,Tampa Bay Buccaneers / 3rd / 71st pick / 2005,SmitAl02
28,Clifton Smith,25,RB,2,0,190,5-8,Fresno St.,7/4/1985,2,0,,SmitCl22
98,Robaire Smith,33,DE,5,5,310,6-5,Michigan St.,11/15/1977,10,2,Tennessee Titans / 6th / 197th pick / 2000,SmitRo21
27,Nick Sorensen,32,DB,15,0,210,6-3,Virginia Tech,7/31/1978,9,1,,SoreNi20
78,John St. Clair,33,T,11,10,320,6-6,Virginia,7/15/1977,8,4,St. Louis Rams / 3rd / 94th pick / 2000,St.CJo20
65,Eric Steinbach,30,G,16,16,295,6-6,Iowa,4/4/1980,7,6,Cincinnati Bengals / 2nd / 33rd pick / 2003,SteiEr20
83,Chansi Stuckey,27,WR,16,5,182,5-10,Clemson,10/4/1983,2,3,New York Jets / 7th / 235th pick / 2007,StucCh20
73,Joe Thomas,26,T,16,16,312,6-6,Wisconsin,12/4/1984,3,12,Cleveland Browns / 1st / 3rd pick / 2007,ThomJo28
93,Jason Trusnik,26,DE,16,5,241,6-4,Ohio Northern,6/6/1984,3,3,,TrusJa99
60,Steve Vallos,27,G,7,0,297,6-3,Wake Forest,12/28/1983,2,0,Seattle Seahawks / 7th / 232nd pick / 2007,VallSt00
41,Raymond Ventrone,28,DB,16,0,200,5-10,Villanova,10/21/1982,3,1,,VentRa20
47,Lawrence Vickers,27,FB,16,4,250,6-0,Colorado,5/8/1983,4,0,Cleveland Browns / 6th / 180th pick / 2006,VickLa00
6,Seneca Wallace,30,QB,8,4,205,5-11,Iowa St.,8/6/1980,5,2,Seattle Seahawks / 4th / 110th pick / 2003,WallSe00
43,T.J. Ward,24,DB,16,16,200,5-10,Oregon,12/12/1986,Rook,6,Cleveland Browns / 2nd / 38th pick / 2010,WardT.99
82,Ben Watson,30,TE,16,16,255,6-3,DukeGeorgia,12/18/1980,6,5,New England Patriots / 1st / 32nd pick / 2004,WatsBe00
88,Demetrius Williams,27,WR,2,0,202,6-2,Oregon,3/28/1983,4,0,Baltimore Ravens / 4th / 111th pick / 2006,WillDe03
77,Floyd Womack,32,T,16,15,328,6-4,Mississippi St.,11/15/1978,9,6,Seattle Seahawks / 4th / 128th pick / 2001,WomaFl20
21,Eric Wright,25,DB,13,10,192,5-11,UNLV,7/24/1985,3,4,Cleveland Browns / 2nd / 53rd pick / 2007,WrigEr99
68,Billy Yates,30,G,9,3,305,6-2,Texas A&M,4/15/1980,7,2,,YateBi20
,Team Total,27.6,,16,,244.0,6-1.7,,,4.2,,,-9999
