No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
26,Salvon Ahmed,22,RB,6,4,197,5-11,Washington,12/29/1998,Rook,2,,$466471,AhmeSa01
55,Jerome Baker,24,OLB,16,11,225,6-2,Ohio St.,12/25/1996,2,7,Miami Dolphins / 3rd / 73rd pick / 2018,$810000,BakeJe00
15,Lynn Bowden Jr.,23,WR,10,4,201,6-0,Kentucky,10/14/1997,Rook,2,Las Vegas Raiders / 3rd / 80th pick / 2020,,BowdLy00
22,Matt Breida,25,RB,12,1,195,5-10,Georgia Southern,2/28/1995,3,2,,$3259000,BreiMa00
16,Antonio Callaway,23,WR,5,1,200,5-11,Florida,1/9/1997,2,0,Cleveland Browns / 4th / 105th pick / 2018,,CallAn00
27,Chandler Cox,24,RB,8,3,240,6-1,Auburn,7/29/1996,1,0,Miami Dolphins / 7th / 233rd pick / 2019,$675000,CoxxCh01
70,Julie'n Davenport,25,OT,16,1,315,6-7,Bucknell,1/9/1995,3,1,Houston Texans / 4th / 130th pick / 2017,$2133000,DaveJu00
77,Jesse Davis,29,T,16,15,318,6-6,Idaho,9/15/1991,3,7,,$3855000,DaviJe00
98,Raekwon Davis,23,DL,16,12,330,6-7,Alabama,6/10/1997,Rook,7,Miami Dolphins / 2nd / 56th pick / 2020,$610000,DaviRa03
63,Michael Deiter,24,OL,16,0,315,6-6,Wisconsin,9/3/1996,1,1,Miami Dolphins / 3rd / 78th pick / 2019,$680328,DeitMi00
49,Samuel Eguavoen,27,LB,16,1,236,6-1,Texas Tech,2/22/1993,1,2,,$675000,EguaSa00
42,Clayton Fejedelem,27,FS,13,0,205,6-1,Illinois,6/2/1993,4,1,Cincinnati Bengals / 7th / 245th pick / 2016,$1500000,FejeCl00
50,Blake Ferguson,23,LS,16,0,237,6-3,LSU,4/21/1997,Rook,1,Miami Dolphins / 6th / 185th pick / 2020,$610000,FergBl00
14,Ryan Fitzpatrick,38,QB,9,7,221,6-2,Harvard,11/24/1982,15,7,St. Louis Rams / 7th / 250th pick / 2005,$8000000,FitzRy00
75,Ereck Flowers,26,OT,14,14,330,6-6,Miami (FL),4/25/1994,5,6,New York Giants / 1st / 9th pick / 2015,$1975000,FlowEr00
84,Isaiah Ford,24,WR,10,1,194,6-2,Virginia Tech,2/9/1996,2,2,Miami Dolphins / 7th / 237th pick / 2017,$750000,FordIs00
35,Kavon Frazier,26,FS,15,0,220,6-0,Central Michigan,8/11/1994,4,1,Dallas Cowboys / 6th / 212th pick / 2016,$910000,FrazKa00
37,Myles Gaskin,23,RB,10,7,194,5-10,Washington,2/15/1997,1,7,Miami Dolphins / 7th / 234th pick / 2019,$542648,GaskMy00
88,Mike Gesicki,25,TE,15,9,247,6-6,Penn St.,10/3/1995,2,6,Miami Dolphins / 2nd / 42nd pick / 2018,$1081084,GesiMi00
56,Davon Godchaux,26,DT,5,5,311,6-3,LSU,11/11/1994,3,3,Miami Dolphins / 5th / 178th pick / 2017,$2133000,GodcDa00
19,Jakeem Grant,28,WR,14,4,171,5-7,Texas Tech,10/30/1992,4,4,Miami Dolphins / 6th / 186th pick / 2016,$3780000,GranJa00
51,Kamu Grugier-Hill,26,OLB,15,1,230,6-2,Eastern Illinois,5/16/1994,4,2,New England Patriots / 6th / 208th pick / 2016,$1000000,GrugKa00
2,Matt Haack,26,P,16,0,205,6-0,Arizona St.,7/25/1994,3,2,,$2133000,HaacMa00
30,Tae Hayes,23,DB,2,0,188,5-9,Appalachian St.,8/19/1997,1,0,,$585000,HayeTa00
36,Nate Holley,26,DB,3,0,198,5-10,Kent St.,12/5/1994,Rook,0,,,HollNa00
86,Mack Hollins,27,WR,16,2,221,6-4,North Carolina,9/16/1993,3,1,Philadelphia Eagles / 4th / 118th pick / 2017,$825000,HollMa00
34,Jordan Howard,26,RB,5,3,224,6-0,Indiana,11/2/1994,4,0,Chicago Bears / 5th / 150th pick / 2016,$1750000,HowaJo00
25,Xavien Howard,27,CB,16,16,203,6-1,Baylor,7/4/1993,4,18,Miami Dolphins / 2nd / 38th pick / 2016,$11900000,HowaXa00
68,Robert Hunt,24,OL,16,11,327,6-6,Louisiana,8/25/1996,Rook,5,Miami Dolphins / 2nd / 39th pick / 2020,$610000,HuntRo01
23,Noah Igbinoghene,21,CB,16,2,197,5-11,Auburn,11/27/1999,Rook,2,Miami Dolphins / 1st / 30th pick / 2020,$610000,IgbiNo00
73,Austin Jackson,21,OL,13,12,325,6-5,USC,8/11/1999,Rook,6,Miami Dolphins / 1st / 18th pick / 2020,$560588,JackAu00
95,Benito Jones,23,DT,6,0,329,6-1,Mississippi,11/27/1997,Rook,1,,,JoneBe03
29,Brandon Jones,22,S,16,4,191,6-1,Texas,4/2/1998,Rook,2,Miami Dolphins / 3rd / 70th pick / 2020,$610000,JoneBr06
24,Byron Jones,28,CB,14,14,194,6-1,Connecticut,9/26/1992,5,6,Dallas Cowboys / 1st / 27th pick / 2015,$11000000,JoneBy00
67,Ted Karras,27,OG,16,16,305,6-4,Illinois,3/15/1993,4,6,New England Patriots / 6th / 221st pick / 2016,$3000000,KarrTe00
16,Marcus Kemp,25,WR,1,0,208,6-4,Hawaii,8/14/1995,3,0,,,KempMa00
66,Solomon Kindley,23,OL,13,13,335,6-4,Georgia,7/3/1997,Rook,5,Miami Dolphins / 4th / 111th pick / 2020,$610000,KindSo00
32,Patrick Laird,25,RB,16,0,205,6-0,California,8/17/1995,1,1,,$675000,LairPa00
90,Shaq Lawson,26,DE,14,7,270,6-3,Clemson,6/17/1994,4,6,Buffalo Bills / 1st / 19th pick / 2016,$6400000,LawsSh00
28,Bobby McCain,27,CB,16,15,196,5-9,Memphis,8/18/1993,5,6,Miami Dolphins / 5th / 145th pick / 2015,$5500000,McCaBo01
,Kirk Merritt,23,WR,1,0,210,6-0,Arkansas St.,1/5/1997,Rook,0,,,MerrKi00
48,Calvin Munson,26,OLB,16,0,243,6-0,San Diego St.,12/27/1994,3,1,,$675000,MunsCa00
85,Chris Myarick,25,TE,3,0,255,6-5,Temple,10/6/1995,Rook,0,,$510000,MyarCh00
40,Nik Needham,24,DB,16,6,196,6-1,Texas-El Paso,11/4/1996,1,3,,$675000,NeedNi00
91,Emmanuel Ogbah,27,DE,16,12,275,6-4,Oklahoma St.,11/6/1993,4,8,Cleveland Browns / 2nd / 32nd pick / 2016,$3750000,OgbaEm00
78,Adam Pankey,26,OG,4,0,313,6-5,West Virginia,2/2/1994,3,0,,$825000,PankAd00
11,DeVante Parker,27,WR,14,11,219,6-3,Louisville,1/20/1993,5,7,Miami Dolphins / 1st / 14th pick / 2015,$1300000,ParkDe01
33,Jamal Perry,26,CB,13,1,182,5-10,Iowa St.,10/23/1994,1,1,,$675000,WiltJo01
10,Malcolm Perry,23,WR,9,2,190,5-9,Navy,4/19/1997,Rook,1,Miami Dolphins / 7th / 246th pick / 2020,$610000,PerrMa00
64,Tyshun Render,23,DE,1,0,256,6-4,Middle Tenn. St.,3/28/1997,Rook,0,,,RendTy00
44,Elandon Roberts,26,ILB,13,11,238,6-1,Houston,4/22/1994,4,7,New England Patriots / 6th / 214th pick / 2016,$1000000,RobeEl00
21,Eric Rowe,28,CB,16,14,205,6-1,Utah,10/3/1992,5,6,Philadelphia Eagles / 2nd / 47th pick / 2015,$2175000,RoweEr00
7,Jason Sanders,25,K,16,0,197,5-11,New Mexico,11/16/1995,2,6,Miami Dolphins / 7th / 229th pick / 2018,$750000,SandJa00
80,Adam Shaheen,26,TE,16,5,257,6-7,Ashland,10/24/1994,3,1,Chicago Bears / 2nd / 45th pick / 2017,$1270982,ShahAd00
