No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
56,Akeem Ayers,24,MLB,16,14,255,6-3,UCLA,7/10/1989,2,6,Tennessee Titans / 2nd / 39th pick / 2011,AyerAk00
57,Patrick Bailey,28,LB,13,0,235,6-4,Duke,11/19/1985,5,1,,BailPa99
22,Jackie Battle,30,RB,16,0,238,6-2,Houston,10/1/1983,6,1,,BattJa00
2,Rob Bironas,35,K,16,0,205,6-0,Georgia SouthernAuburn,1/29/1978,8,3,,bironrob01
48,Beau Brinkley,23,LSTE,16,0,260,6-4,Missouri,1/25/1990,1,1,,BrinBe00
18,Kenny Britt,25,WR,12,3,230,6-3,Rutgers,9/19/1988,4,1,Tennessee Titans / 1st / 30th pick / 2009,BritKe00
55,Zach Brown,24,OLB,16,13,250,6-1,North Carolina,10/23/1989,1,7,Tennessee Titans / 2nd / 52nd pick / 2012,BrowZa00
37,Tommie Campbell,26,DB,8,0,207,6-2,PittsburghCalifornia (PA),9/19/1987,2,0,Tennessee Titans / 7th / 251st pick / 2011,CampTo00
99,Jurrell Casey,24,DL,15,14,305,6-1,USC,12/5/1989,2,12,Tennessee Titans / 3rd / 77th pick / 2011,CaseJu00
75,Keyunta Dawson,28,DE,2,0,268,6-0,Texas Tech,9/13/1985,6,0,Indianapolis Colts / 7th / 242nd pick / 2007,DawsKe99
54,Zach Diles,28,MLB,2,0,240,6-0,Kansas St.,6/11/1985,6,0,Houston Texans / 7th / 218th pick / 2007,DileZa99
98,Lavar Edwards,23,DE,7,1,277,6-4,LSU,3/29/1990,Rook,1,Tennessee Titans / 5th / 142nd pick / 2013,EdwaLa00
4,Ryan Fitzpatrick,31,QB,11,9,221,6-2,Harvard,11/24/1982,8,9,St. Louis Rams / 7th / 250th pick / 2005,FitzRy00
53,Moise Fokou,28,MLB,12,12,228,6-1,Maryland,8/28/1985,4,6,Philadelphia Eagles / 7th / 230th pick / 2009,FokoMo99
50,Zaviar Gooden,23,OLB,9,1,234,6-2,Missouri,8/31/1990,Rook,1,Tennessee Titans / 3rd / 97th pick / 2013,GoodZa00
23,Shonn Greene,28,RB,11,0,235,5-10,Iowa,8/21/1985,4,2,New York Jets / 3rd / 65th pick / 2009,GreeSh00
33,Michael Griffin,28,DB,14,14,202,6-0,Texas,1/4/1985,6,5,Tennessee Titans / 1st / 19th pick / 2007,GrifMi99
94,Sammie Lee Hill,27,DT,13,10,331,6-4,Stillman,11/8/1986,4,5,Detroit Lions / 4th / 115th pick / 2009,HillSa99
15,Justin Hunter,22,WR,14,0,203,6-4,Tennessee,5/20/1991,Rook,3,Tennessee Titans / 2nd / 34th pick / 2013,HuntJu00
90,Antonio Johnson,29,DT,16,6,310,6-3,Mississippi St.,12/8/1984,5,4,Tennessee Titans / 5th / 152nd pick / 2007,JohnAn03
28,Chris Johnson,28,RB,16,16,195,5-11,East Carolina,9/23/1985,5,9,Tennessee Titans / 1st / 24th pick / 2008,JohnCh04
45,Quinn Johnson,27,RB,4,0,251,6-0,LSU,9/30/1986,4,0,Green Bay Packers / 5th / 145th pick / 2009,JohnQu00
6,Brett Kern,27,P,16,0,214,6-2,Toledo,2/17/1986,5,1,,KernBr20
97,Karl Klug,25,DL,16,3,278,6-3,Iowa,3/31/1988,2,3,Tennessee Titans / 5th / 142nd pick / 2011,KlugKa00
67,Andy Levitre,27,G,16,16,303,6-2,Oregon St.,5/15/1986,4,8,Buffalo Bills / 2nd / 51st pick / 2009,LeviAn20
10,Jake Locker,25,QB,7,7,228,6-2,Washington,6/15/1988,2,5,Tennessee Titans / 1st / 8th pick / 2011,LockJa00
41,Corey Lynch,28,DB,3,0,205,6-0,Appalachian St.,5/7/1985,5,0,Cincinnati Bengals / 6th / 177th pick / 2008,LyncCo99
93,Mike Martin,23,DT,13,1,307,6-1,Michigan,9/1/1990,1,2,Tennessee Titans / 3rd / 82nd pick / 2012,MartMi01
52,Colin McCarthy,24,MLB,16,5,235,6-4,Miami (FL),7/10/1989,2,3,Tennessee Titans / 4th / 109th pick / 2011,McCaCo00
30,Jason McCourty,26,DB,16,16,195,5-11,Rutgers,8/13/1987,4,6,Tennessee Titans / 6th / 203rd pick / 2009,McCoJa99
42,Collin Mooney,27,RB,12,4,247,5-10,Army,4/3/1986,1,0,,MoonCo00
91,Derrick Morgan,24,DE,15,14,261,6-4,Georgia Tech,1/6/1989,3,7,Tennessee Titans / 1st / 16th pick / 2010,MorgDe99
66,Michael Otto,30,T,15,2,308,6-5,Purdue,7/24/1983,5,2,Tennessee Titans / 7th / 223rd pick / 2007,OttoMi20
32,Micah Pellerin,25,CB,3,0,195,6-0,Hampton,11/23/1988,1,0,,PellMi00
92,Ropati Pitoitua,28,DE,16,13,290,6-8,Washington St.,4/6/1985,4,6,,PitoRo00
31,Bernard Pollard,29,DB,16,16,225,6-1,Purdue,12/23/1984,7,6,Kansas City Chiefs / 2nd / 54th pick / 2006,PollBe20
14,Michael Preston,24,WR,7,0,206,6-5,Heidelberg,6/1/1989,2,0,,PresMi00
25,Darius Reynaud,29,WR,7,0,201,5-9,West Virginia,12/29/1984,5,0,,ReynDa00
71,Michael Roos,31,T,16,16,313,6-7,East. Washington,10/5/1982,8,8,Tennessee Titans / 2nd / 41st pick / 2005,RoosMi20
35,Shann Schillinger,27,DB,1,0,199,6-1,Montana,5/22/1986,3,0,Atlanta Falcons / 6th / 171st pick / 2010,SchiSh99
62,Brian Schwenke,22,C,9,9,310,6-3,California,3/22/1991,Rook,5,Tennessee Titans / 4th / 107th pick / 2013,SchwBr00
24,Coty Sensabaugh,25,CB,14,3,187,5-11,Clemson,11/15/1988,1,2,Tennessee Titans / 4th / 115th pick / 2012,SensCo00
80,Visanthe Shiancoe,33,TE,1,1,250,6-4,Morgan St.,6/18/1980,10,0,New York Giants / 3rd / 91st pick / 2003,ShiaVi00
60,Chris Spencer,31,C,16,1,308,6-3,Mississippi,3/28/1982,8,2,Seattle Seahawks / 1st / 26th pick / 2005,SpenCh21
39,Daimion Stafford,22,FS,16,0,221,6-0,Nebraska,2/18/1991,Rook,1,Tennessee Titans / 7th / 248th pick / 2013,StafDa00
88,Craig Stevens,29,TE,15,14,255,6-3,California,9/1/1984,5,0,Tennessee Titans / 3rd / 85th pick / 2008,StevCr00
76,David Stewart,31,T,12,12,313,6-7,Mississippi St.,8/28/1982,7,6,Tennessee Titans / 4th / 113th pick / 2005,StewDa21
68,Byron Stingily,25,OT,5,2,313,6-5,Louisville,9/9/1988,2,1,Tennessee Titans / 6th / 175th pick / 2011,StinBy00
84,Taylor Thompson,24,TE,16,3,259,6-6,SMU,10/19/1989,1,0,Tennessee Titans / 5th / 145th pick / 2012,ThomTa00
