No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
38,Mike Anderson,33,RB,16,0,230,6-0,Utah,9/21/1973,6,2,Denver Broncos / 6th / 189th pick / 2000,AndeMi00
94,Justin Bannan,27,DT,11,1,312,6-3,Colorado,4/18/1979,4,2,Buffalo Bills / 5th / 139th pick / 2002,BannJu20
80,Alex Bannister,27,WR,2,0,207,6-5,East. Kentucky,4/23/1979,5,0,Seattle Seahawks / 5th / 140th pick / 2001,BannAl00
7,Kyle Boller,25,QB,5,0,220,6-3,California,6/17/1981,3,2,Baltimore Ravens / 1st / 19th pick / 2003,BollKy00
60,Jason Brown,23,C,16,12,328,6-3,North Carolina,5/5/1983,1,6,Baltimore Ravens / 4th / 124th pick / 2005,BrowJa23
65,Chris Chester,23,G,11,4,303,6-3,Oklahoma,1/12/1983,Rook,2,Baltimore Ravens / 2nd / 56th pick / 2006,ChesCh21
89,Mark Clayton,24,WR,16,12,190,5-10,Oklahoma,7/2/1982,1,8,Baltimore Ravens / 1st / 22nd pick / 2005,ClayMa01
53,Dan Cody,25,LB,2,0,255,6-5,Oklahoma,12/1/1981,Rook,0,Baltimore Ravens / 2nd / 53rd pick / 2005,CodyDa20
81,Devard Darling,24,WR,1,0,213,6-1,Florida St.Washington St.,4/16/1982,2,0,Baltimore Ravens / 3rd / 82nd pick / 2004,DarlDe00
93,Dwan Edwards,25,DT,8,0,305,6-3,Oregon St.,5/16/1981,2,1,Baltimore Ravens / 2nd / 51st pick / 2004,EdwaDw20
62,Mike Flynn,32,C,16,16,305,6-3,Maine,6/15/1974,8,7,,FlynMi20
91,Aubrayo Franklin,26,DT,14,0,320,6-1,Tennessee,8/27/1980,3,2,Baltimore Ravens / 5th / 146th pick / 2003,FranAu20
33,Justin Green,24,FB,12,3,251,5-11,Montana,4/30/1982,1,0,Baltimore Ravens / 5th / 158th pick / 2005,GreeJu00
97,Kelly Gregg,30,NT,16,16,320,6-0,Oklahoma,11/1/1976,7,10,Cincinnati Bengals / 6th / 173rd pick / 1999,GregKe20
58,Dennis Haley,24,LB,9,0,247,6-1,Virginia,2/18/1982,1,1,,HaleDe20
86,Todd Heap,26,TE,16,16,252,6-5,Arizona St.,3/16/1980,5,7,Baltimore Ravens / 1st / 31st pick / 2001,HeapTo00
35,Corey Ivy,29,DB,13,0,183,5-9,Oklahoma,3/29/1977,5,1,,IvyxCo20
95,Jarret Johnson,25,DE,16,2,260,6-3,Alabama,8/14/1981,3,3,Baltimore Ravens / 4th / 109th pick / 2003,JohnJa23
50,Tim Johnson,28,LB,4,0,240,6-0,East Mississippi CCYoungstown St.,2/7/1978,5,0,,JohnTi21
70,Matt Katula,24,C,16,0,265,6-6,Wisconsin,8/22/1982,1,2,,KatuMa20
4,Sam Koch,24,P,16,0,222,6-1,Nebraska,8/13/1982,Rook,2,Baltimore Ravens / 6th / 203rd pick / 2006,KochSa20
74,Michael Kracalik,24,T,1,0,337,6-8,San Diego St.,9/9/1982,Rook,0,,KracMi20
26,Dawan Landry,24,DB,16,14,212,6-1,Georgia Tech,12/30/1982,Rook,7,Baltimore Ravens / 5th / 146th pick / 2006,LandDa21
31,Jamal Lewis,27,RB,16,16,245,5-11,Tennessee,8/29/1979,6,7,Baltimore Ravens / 1st / 5th pick / 2000,LewiJa00
52,Ray Lewis,31,LB,14,14,240,6-1,Miami (FL),5/15/1975,10,12,Baltimore Ravens / 1st / 26th pick / 1996,LewiRa00
29,Derrick Martin,21,DB,8,0,198,5-10,Wyoming,5/16/1985,Rook,0,Baltimore Ravens / 6th / 208th pick / 2006,MartDe22
85,Derrick Mason,32,WR,16,15,197,5-10,Michigan St.,1/17/1974,9,7,Tennessee Oilers / 4th / 98th pick / 1997,MasoDe00
21,Chris McAlister,29,DB,16,16,206,6-1,Arizona,6/14/1977,7,12,Baltimore Ravens / 1st / 10th pick / 1999,McAlCh00
9,Steve McNair,33,QB,16,16,230,6-2,Alcorn St.,2/14/1973,11,10,Houston Oilers / 1st / 3rd pick / 1995,McNaSt00
84,Clarence Moore,24,WR,10,1,220,6-6,Northern Arizona,9/24/1982,2,0,Baltimore Ravens / 6th / 199th pick / 2004,MoorCl00
