No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
31,Ameer Abdullah,27,RB,16,0,196,5-9,Nebraska,6/13/1993,5,1,Detroit Lions / 2nd / 54th pick / 2015,$910000,AbduAm00
66,Abdullah Anderson,24,DT,1,0,297,6-3,Bucknell,1/24/1996,1,0,,,AndeAb00
5,Dan Bailey,32,K,16,0,190,6-0,Oklahoma St.,1/26/1988,9,1,,$1050000,BailDa00
34,Jake Bargas,24,RB,1,0,250,6-2,North Carolina,11/28/1996,Rook,0,,,BargJa00
55,Anthony Barr,28,OLB,2,2,257,6-5,UCLA,3/18/1992,6,1,Minnesota Vikings / 1st / 9th pick / 2014,$10000000,BarrAn00
12,Chad Beebe,26,WR,14,0,183,5-10,Northern Illinois,6/1/1994,2,2,,$750000,BeebCh00
23,Mike Boone,25,RB,16,0,205,5-10,Cincinnati,7/30/1995,2,0,,$750000,BoonMi00
29,Kris Boyd,24,CB,10,5,195,5-11,Texas,9/12/1996,1,2,Minnesota Vikings / 7th / 217th pick / 2019,$675000,BoydKr00
56,Garrett Bradbury,25,OL,16,16,300,6-3,North Carolina St.,6/20/1995,1,7,Minnesota Vikings / 1st / 18th pick / 2019,$1080585,BradGa00
67,Jordan Brailford,25,EDGE,5,0,252,6-3,Oklahoma St.,10/9/1995,Rook,1,Washington Redskins / 7th / 253rd pick / 2019,$430588,BraiJo00
85,Dan Chisena,23,WR,14,0,202,6-3,Penn St.,2/25/1997,Rook,0,,$610000,ChisDa00
72,Ezra Cleveland,22,OL,13,9,312,6-6,Boise St.,5/8/1998,Rook,5,Minnesota Vikings / 2nd / 58th pick / 2020,$610000,ClevEz00
2,Britton Colquitt,35,P,16,0,210,6-3,Tennessee,3/20/1985,10,2,,$1050000,ColqBr00
83,Tyler Conklin,25,TE,16,2,248,6-3,Central Michigan,7/30/1995,2,2,Minnesota Vikings / 5th / 157th pick / 2018,$750000,ConkTy00
57,Ryan Connelly,25,LB,14,0,234,6-2,Wisconsin,10/23/1995,1,1,New York Giants / 5th / 143rd pick / 2019,$675000,ConnRy00
33,Dalvin Cook,25,RB,14,14,210,5-10,Florida St.,8/10/1995,3,13,Minnesota Vikings / 2nd / 41st pick / 2017,$825000,CookDa01
8,Kirk Cousins,32,QB,16,16,205,6-3,Michigan St.,8/19/1988,8,14,Washington Redskins / 4th / 102nd pick / 2012,$9500000,CousKi00
58,Austin Cutting,24,LS,9,0,245,6-3,Air Force,10/27/1996,1,0,Minnesota Vikings / 7th / 250th pick / 2019,$675000,CuttAu00
27,Cameron Dantzler,22,CB,11,10,190,6-2,Mississippi St.,9/3/1998,Rook,4,Minnesota Vikings / 3rd / 89th pick / 2020,$610000,DantCa00
40,Todd Davis,28,LB,11,6,230,6-1,Sacramento St.,5/17/1992,6,3,,$926471,DaviTo01
42,Andrew DePaola,33,LS,7,0,229,6-1,Rutgers,7/28/1987,6,1,,,DePaAn00
86,Brandon Dillon,23,TE,3,0,250,6-5,Marian,4/30/1997,1,0,,,DillBr00
78,Dakota Dozier,29,OT,16,16,312,6-4,Furman,4/30/1991,6,7,New York Jets / 4th / 137th pick / 2014,$910000,DoziDa00
45,Troy Dye,24,LB,11,5,225,6-3,Oregon,9/18/1996,Rook,2,Minnesota Vikings / 4th / 132nd pick / 2020,$548235,DyexTr00
65,Pat Elflein,26,C,1,1,303,6-3,Ohio St.,7/6/1994,3,0,Minnesota Vikings / 3rd / 70th pick / 2017,$2133000,ElflPa00
32,Mark Fields II,24,CB,2,0,192,5-10,Clemson,10/10/1996,1,0,,$397059,FielMa01
20,Jeff Gladney,24,CB,16,15,191,5-10,TCU,12/12/1996,Rook,5,Minnesota Vikings / 1st / 31st pick / 2020,$610000,GladJe00
30,C.J. Ham,27,RB,15,11,250,5-11,Augustana (SD),7/22/1993,3,1,,$900000,HamxC.00
38,Harrison Hand,22,CB,14,1,185,5-11,BaylorTemple,11/12/1998,Rook,1,Minnesota Vikings / 5th / 169th pick / 2020,$610000,HandHa00
41,Anthony Harris,29,DB,16,16,202,6-1,Virginia,10/9/1991,5,5,,$11441000,HarrAn01
36,Tae Hayes,23,DB,1,0,188,5-9,Appalachian St.,8/19/1997,1,0,,,HayeTa00
87,Hale Hentges,24,TE,1,0,245,6-4,Alabama,8/19/1996,1,0,,,HentHa00
24,Holton Hill,23,CB,4,2,196,6-2,Texas,3/28/1997,2,1,,$608827,HillHo00
69,Rashod Hill,28,T,16,1,310,6-6,Southern Miss,1/12/1992,4,2,,$910000,HillRa01
90,Jalyn Holmes,24,DE,14,9,283,6-5,Ohio St.,1/25/1996,2,4,Minnesota Vikings / 4th / 102nd pick / 2018,$750000,HolmJa01
21,Mike Hughes,23,CB,4,2,186,5-10,North CarolinaCentral Florida,2/11/1997,2,1,Minnesota Vikings / 1st / 30th pick / 2018,$1377044,HughMi00
43,George Iloka,30,FS,4,0,225,6-4,Boise St.,3/31/1990,8,0,Cincinnati Bengals / 5th / 167th pick / 2012,$802941,IlokGe00
18,Justin Jefferson,21,WR,16,14,195,6-1,LSU,6/16/1999,Rook,13,Minnesota Vikings / 1st / 22nd pick / 2020,$610000,JeffJu00
94,Jaleel Johnson,26,DT,16,16,316,6-3,Iowa,7/12/1994,3,7,Minnesota Vikings / 4th / 109th pick / 2017,$825000,JohnJa09
,Olabisi Johnson,23,WR,16,3,203,6-0,Colorado St.,3/17/1997,1,2,Minnesota Vikings / 7th / 247th pick / 2019,$675000,JohnOl00
61,Brett Jones,29,C,15,2,315,6-2,Regina,7/29/1991,4,2,,$856471,JoneBr04
26,Chris Jones,25,CB,8,3,200,6-0,Nebraska,8/13/1995,2,1,,$441176,JoneCh06
54,Eric Kendricks,28,ILB,11,11,232,6-0,UCLA,2/29/1992,5,5,Minnesota Vikings / 2nd / 45th pick / 2015,$1150000,KendEr00
48,Blake Lynch,23,LB,4,1,233,6-3,Baylor,2/14/1997,Rook,1,,,LyncBl00
92,James Lynch,21,DL,9,0,295,6-4,Baylor,1/20/1999,Rook,1,Minnesota Vikings / 4th / 130th pick / 2020,$610000,LyncJa00
39,Dylan Mabin,23,DB,3,0,195,6-1,Fordham,9/14/1997,Rook,0,,$357353,MabiDy00
51,Hercules Mata'afa,25,DE,13,1,254,6-2,Washington St.,9/18/1995,2,1,,$397059,MataHe00
25,Alexander Mattison,22,RB,13,2,215,5-11,Boise St.,6/19/1998,1,4,Minnesota Vikings / 3rd / 102nd pick / 2019,$675000,MattAl01
26,Nate Meadors,23,DB,1,0,194,5-11,UCLA,2/13/1997,1,0,,$675000,MeadNa00
44,Josh Metellus,22,S,15,0,207,5-11,Michigan,1/21/1998,Rook,1,Minnesota Vikings / 6th / 205th pick / 2020,$574118,MeteJo00
91,Yannick Ngakoue,25,DE,6,5,246,6-2,Maryland,3/31/1995,4,2,Jacksonville Jaguars / 3rd / 69th pick / 2016,$8000000,NgakYa00
47,Hardy Nickerson,26,ILB,14,1,235,6-0,IllinoisCalifornia,1/5/1994,3,2,,$661765,NickHa02
75,Brian O'Neill,25,OT,16,16,310,6-7,Pittsburgh,9/15/1995,2,9,Minnesota Vikings / 2nd / 62nd pick / 2018,$880603,ONeiBr00
95,Ifeadi Odenigbo,26,DE,15,15,258,6-3,Northwestern,4/8/1994,2,6,Minnesota Vikings / 7th / 220th pick / 2017,$750000,OdenIf00
17,K.J. Osborn,23,WR,9,0,203,5-11,BuffaloMiami (FL),6/10/1997,Rook,0,Minnesota Vikings / 5th / 176th pick / 2020,$610000,OsboKJ00
71,Riley Reiff,32,OT,15,15,313,6-5,Iowa,12/1/1988,8,8,Detroit Lions / 1st / 23rd pick / 2012,$5900000,ReifRi00
37,Curtis Riley,28,CB,2,0,190,6-0,Fresno St.,7/18/1992,4,0,,$535294,RileCu00
82,Kyle Rudolph,31,TE,12,12,265,6-6,Notre Dame,11/9/1989,9,3,Minnesota Vikings / 2nd / 43rd pick / 2011,$7025000,RudoKy00
73,Dru Samia,23,OL,13,4,308,6-5,Oklahoma,8/22/1997,1,3,Minnesota Vikings / 4th / 114th pick / 2019,$675000,SamiDr00
11,Tajae Sharpe,26,WR,4,0,194,6-2,Massachusetts,12/23/1994,4,0,Tennessee Titans / 5th / 140th pick / 2016,$825000,SharTa00
22,Harrison Smith,31,FS,16,16,211,6-2,Notre Dame,2/2/1989,8,6,Minnesota Vikings / 1st / 29th pick / 2012,$8350000,SmitHa00
84,Irv Smith Jr.,22,TE,13,7,240,6-2,Alabama,8/9/1998,1,3,Minnesota Vikings / 2nd / 50th pick / 2019,$758566,SmitIr01
93,Shamar Stephen,29,DT,16,16,310,6-5,Connecticut,2/25/1991,6,7,Minnesota Vikings / 7th / 220th pick / 2014,$3600000,StepSh00
32,Cordrea Tankersley,27,CB,2,1,200,6-1,Clemson,11/19/1993,3,0,Miami Dolphins / 3rd / 97th pick / 2017,,TankCo00
19,Adam Thielen,30,WR,15,15,200,6-2,Minnesota St.,8/22/1990,7,8,,$4800000,ThieAd00
74,Oli Udoh,23,T,6,0,320,6-6,Elon,2/14/1997,1,0,Minnesota Vikings / 6th / 193rd pick / 2019,$675000,UdohOl01
96,Armon Watts,24,DL,16,0,307,6-5,Arkansas,7/22/1996,1,1,Minnesota Vikings / 6th / 190th pick / 2019,$675000,WattAr01
50,Eric Wilson,26,ILB,16,15,230,6-1,Cincinnati,9/26/1994,3,8,,$3259000,WilsEr00
98,D.J. Wonnum,23,DL,14,2,258,6-5,South Carolina,10/31/1997,Rook,2,Minnesota Vikings / 4th / 117th pick / 2020,$610000,WonnDJ00
52,Eddie Yarbrough,27,DE,4,0,259,6-3,Wyoming,4/24/1993,3,0,,$750000,YarbEd01
,Team Total,25.6,,16,,238.5,6-1.9,,,2.7,,,,-9999
