No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
23,Cam Akers,21,RB,13,5,212,5-11,Florida St.,6/22/1999,Rook,4,Los Angeles Rams / 2nd / 52nd pick / 2020,$610000,AkerCa00
72,Tremayne Anchrum,22,OL,12,0,315,6-2,Clemson,6/24/1998,Rook,1,Los Angeles Rams / 7th / 250th pick / 2020,$610000,AnchTr00
66,Austin Blythe,28,C,16,16,280,6-2,Iowa,6/16/1992,4,6,Indianapolis Colts / 7th / 248th pick / 2016,$2950000,BlytAu00
90,Michael Brockers,30,DT,15,15,297,6-5,LSU,12/21/1990,8,10,St. Louis Rams / 1st / 14th pick / 2012,$2000000,BrocMi00
34,Malcolm Brown,27,RB,16,0,225,5-11,Texas,5/15/1993,5,3,,$1000000,BrowMa03
26,Terrell Burgess,22,S,7,0,202,5-11,Utah,11/12/1998,Rook,0,Los Angeles Rams / 3rd / 104th pick / 2020,$486468,BurgTe00
30,Raymond Calais,22,RB,4,0,188,5-8,Louisiana,4/2/1998,Rook,0,Tampa Bay Buccaneers / 7th / 245th pick / 2020,$610000,CalaRa00
93,Marquise Copeland,23,DL,1,0,285,6-2,Cincinnati,5/9/1997,Rook,0,,,CopeMa01
63,Austin Corbett,25,C,16,16,306,6-4,Nevada,9/5/1995,2,6,Cleveland Browns / 2nd / 33rd pick / 2018,$1163490,CorbAu00
99,Aaron Donald,29,DT,16,16,280,6-1,Pittsburgh,5/23/1991,6,24,St. Louis Rams / 1st / 13th pick / 2014,$17000000,DonaAa00
50,Samson Ebukam,25,OLB,16,14,245,6-3,East. Washington,5/9/1995,3,9,Los Angeles Rams / 4th / 125th pick / 2017,$2133000,EbukSa00
73,David Edwards,23,OL,16,14,308,6-6,Wisconsin,3/20/1997,1,6,Los Angeles Rams / 5th / 169th pick / 2019,$675000,EdwaDa01
71,Bobby Evans,23,OL,5,0,312,6-4,Oklahoma,3/24/1997,1,0,Los Angeles Rams / 3rd / 97th pick / 2019,$675000,EvanBo00
81,Gerald Everett,26,TE,16,7,240,6-3,South Alabama,6/25/1994,3,3,Los Angeles Rams / 2nd / 44th pick / 2017,$1289246,EverGe00
54,Leonard Floyd,28,OLB,16,16,240,6-5,Georgia,9/8/1992,4,12,Chicago Bears / 1st / 9th pick / 2016,$5000000,FloyLe00
2,Kai Forbath,33,K,2,0,197,5-11,UCLA,9/2/1987,9,0,,$588824,ForbKa00
97,Morgan Fox,26,DL,16,2,260,6-3,Colorado State-Pueblo,9/12/1994,4,4,,$825000,FoxxMo00
32,Jordan Fuller,22,S,12,12,203,6-2,Ohio St.,3/4/1998,Rook,5,Los Angeles Rams / 6th / 199th pick / 2020,$461763,FullJo01
91,Greg Gaines,24,DL,16,0,312,6-1,Washington,5/6/1996,1,2,Los Angeles Rams / 4th / 134th pick / 2019,$675000,GainGr00
1,Matt Gay,26,K,7,0,232,6-0,Utah,3/15/1994,1,2,Tampa Bay Buccaneers / 5th / 145th pick / 2019,,GayxMa00
39,Jake Gervase,25,DB,1,0,212,6-1,Iowa,9/18/1995,1,0,,$540000,GervJa00
