No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
42,Gerald Alexander,27,DB,1,0,210,6-0,Boise St.,6/28/1984,4,0,Detroit Lions / 2nd / 61st pick / 2007,AlexGe99
45,Josh Baker,25,TE,11,0,244,6-3,DelawareNW Missouri St.,12/25/1986,Rook,0,,BakeJo01
64,Colin Baxter,24,C,3,2,311,6-3,Arizona,7/31/1987,Rook,1,,BaxtCo00
54,Nick Bellore,22,LB,16,0,250,6-1,Central Michigan,5/12/1989,Rook,1,,BellNi01
8,Mark Brunell,41,QB,16,0,215,6-1,Washington,9/17/1970,17,0,Green Bay Packers / 5th / 118th pick / 1993,BrunMa00
17,Plaxico Burress,34,WR,16,13,232,6-5,Michigan St.,8/12/1977,11,5,Pittsburgh Steelers / 1st / 8th pick / 2000,BurrPl00
34,Marquice Cole,28,DB,14,0,184,5-11,Northwestern,11/13/1983,2,1,,ColeMa01
4,T.J. Conley,26,P,16,0,220,6-3,Idaho,8/29/1985,Rook,1,,ConlT.00
38,John Conner,24,RB,16,8,240,5-11,Kentucky,6/8/1987,1,0,New York Jets / 5th / 139th pick / 2010,ConnJo00
27,Emanuel Cook,23,DB,8,0,214,5-10,South Carolina,1/20/1988,2,0,,CookEm99
31,Antonio Cromartie,27,DB,16,16,210,6-2,Florida St.,4/15/1984,5,7,San Diego Chargers / 1st / 19th pick / 2006,CromAn20
86,Jeff Cumberland,24,TE,3,0,249,6-4,Illinois,5/2/1987,1,0,,CumbJe00
70,Mike DeVito,27,DE,12,11,298,6-3,Maine,6/10/1984,4,11,,DeViMi99
94,Marcus Dixon,27,DE,16,3,295,6-4,Hampton,9/16/1984,1,3,,DixoMa00
62,Vlad Ducasse,24,G,16,1,329,6-5,Massachusetts,10/15/1987,1,1,New York Jets / 2nd / 61st pick / 2010,DucaVl20
93,Kenrick Ellis,24,DL,5,2,346,6-5,Hampton,12/10/1987,Rook,2,New York Jets / 3rd / 94th pick / 2011,ElliKe01
60,D'Brickashaw Ferguson,28,T,16,16,310,6-6,Virginia,12/10/1983,5,8,New York Jets / 1st / 4th pick / 2006,FergDB20
2,Nick Folk,27,K,16,0,222,6-1,Arizona,11/5/1984,4,3,Dallas Cowboys / 6th / 178th pick / 2007,FolkNi20
23,Shonn Greene,26,RB,16,15,235,5-10,Iowa,8/21/1985,2,7,New York Jets / 3rd / 65th pick / 2009,GreeSh00
52,David Harris,27,LB,16,16,250,6-2,Michigan,1/21/1984,4,10,New York Jets / 2nd / 47th pick / 2007,HarrDa99
10,Santonio Holmes,27,WR,16,16,192,5-11,Ohio St.,3/3/1984,5,5,Pittsburgh Steelers / 1st / 25th pick / 2006,HolmSa00
78,Wayne Hunter,30,T,16,16,318,6-5,Hawaii,7/2/1981,7,6,Seattle Seahawks / 3rd / 73rd pick / 2003,HuntWa20
99,Eddie Jones,23,DE,1,0,258,6-2,Texas,1/11/1988,Rook,0,,JoneEd01
81,Dustin Keller,27,TE,16,12,248,6-2,Purdue,9/25/1984,3,6,New York Jets / 1st / 30th pick / 2008,KellDu00
11,Jeremy Kerley,23,WR,14,1,188,5-9,TCU,11/8/1988,Rook,3,New York Jets / 5th / 153rd pick / 2011,KerlJe00
26,Ellis Lankster,24,DB,7,0,191,5-9,West Virginia,6/3/1987,2,1,Buffalo Bills / 7th / 220th pick / 2009,LankEl99
36,Jim Leonhard,29,DB,13,13,188,5-8,Wisconsin,10/27/1982,6,5,,LeonJi23
74,Nick Mangold,27,C,14,14,307,6-4,Ohio St.,1/13/1984,5,9,New York Jets / 1st / 29th pick / 2006,MangNi20
85,Derrick Mason,37,WR,5,2,197,5-10,Michigan St.,1/17/1974,14,1,Tennessee Oilers / 4th / 98th pick / 1997,MasoDe00
53,Josh Mauga,24,LILB,16,1,250,6-1,Nevada,6/20/1987,1,2,,MaugJo00
51,Aaron Maybin,23,DE,13,0,245,6-4,Penn St.,4/6/1988,2,2,Buffalo Bills / 1st / 11th pick / 2009,MaybAa99
50,Garrett McIntyre,27,LB,13,3,270,6-3,Fresno St.,11/26/1984,Rook,2,,McInGa00
25,Joe McKnight,23,RB,15,0,190,6-0,USC,4/16/1988,1,3,New York Jets / 4th / 112th pick / 2010,McKnJo00
65,Brandon Moore,31,G,16,16,305,6-3,Illinois,6/3/1980,8,8,,MoorBr20
82,Matthew Mulligan,26,TE,16,9,258,6-4,Maine,1/18/1985,2,0,,MullMa00
97,Calvin Pace,31,DE,16,16,265,6-4,Wake Forest,10/28/1980,8,9,Arizona Cardinals / 1st / 18th pick / 2003,PaceCa20
79,Ropati Pitoitua,26,DE,14,0,290,6-8,Washington St.,4/6/1985,2,2,,PitoRo00
22,Brodney Pool,27,DB,14,6,214,6-2,Oklahoma,5/24/1984,6,3,Cleveland Browns / 2nd / 34th pick / 2005,PoolBr20
91,Sione Pouha,32,DT,16,15,325,6-3,Utah,2/3/1979,6,9,New York Jets / 3rd / 88th pick / 2005,PouhSi20
29,Bilal Powell,23,RB,2,0,204,5-10,Louisville,10/27/1988,Rook,0,New York Jets / 4th / 126th pick / 2011,PoweBi00
46,Tanner Purdum,25,C,16,0,217,6-3,Baker,1/1/1986,1,1,,PurdTa00
24,Darrelle Revis,26,DB,16,16,198,5-11,Pittsburgh,7/14/1985,4,17,New York Jets / 1st / 14th pick / 2007,ReviDa99
19,Eron Riley,24,WR,1,0,200,6-3,Duke,8/5/1987,2,0,,RileEr00
6,Mark Sanchez,25,QB,16,16,232,6-2,USC,11/11/1986,2,8,New York Jets / 1st / 5th pick / 2009,SancMa00
72,Caleb Schlauderaff,24,OL,6,1,305,6-4,Utah,11/7/1987,Rook,1,Green Bay Packers / 6th / 179th pick / 2011,SchlCa00
57,Bart Scott,31,RILB,16,15,242,6-2,Southern Illinois,8/18/1980,9,8,,ScotBa20
68,Matt Slauson,25,G,16,16,315,6-5,Nebraska,2/18/1986,2,6,New York Jets / 6th / 193rd pick / 2009,SlauMa20
33,Eric Smith,28,DB,16,14,207,6-1,Michigan St.,3/17/1983,5,6,New York Jets / 3rd / 97th pick / 2006,SmitEr22
30,Donald Strickland,31,DB,15,1,185,5-10,Colorado,11/24/1980,8,1,Indianapolis Colts / 3rd / 90th pick / 2003,StriDo20
95,Martin Tevaseu,24,DT,5,0,310,6-1,UNLV,10/7/1987,Rook,0,,TevaMa00
58,Bryan Thomas,32,DE,4,3,265,6-4,Ala-Birmingham,6/7/1979,9,2,New York Jets / 1st / 22nd pick / 2002,ThomBr21
21,LaDainian Tomlinson,32,RB,14,1,215,5-10,TCU,6/23/1979,10,5,San Diego Chargers / 1st / 5th pick / 2001,TomlLa00
35,Isaiah Trufant,29,DB,13,0,170,5-8,East. Washington,12/9/1982,1,1,,TrufIs00
88,Patrick Turner,24,WR,15,1,221,6-5,USC,5/19/1987,2,1,Miami Dolphins / 3rd / 87th pick / 2009,TurnPa00
,Robert Turner,27,G,1,0,308,6-4,New Mexico,8/20/1984,4,0,,TurnRo22
55,Jamaal Westerman,26,DE,16,3,265,6-3,Rutgers,2/21/1985,2,3,,WestJa99
96,Muhammad Wilkerson,22,DT,16,16,315,6-4,Temple,10/22/1989,Rook,8,New York Jets / 1st / 30th pick / 2011,WilkMu00
20,Kyle Wilson,24,DB,16,6,190,5-10,Boise St.,5/30/1987,1,3,New York Jets / 1st / 29th pick / 2010,WilsKy99
37,Tracy Wilson,22,S,5,0,203,6-2,Northern Illinois,2/27/1989,Rook,0,,WilsTr01
,Team Total,26.7,,16,,246.3,6-1.8,,,3.5,,,-9999
