No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
29,Nate Allen,25,DB,15,13,205,6-1,South Florida,11/30/1987,2,5,Philadelphia Eagles / 2nd / 37th pick / 2010,AlleNa99
30,Colt Anderson,27,DB,14,4,194,5-10,Montana,10/25/1985,2,2,,AndeCo01
24,Nnamdi Asomugha,31,DB,16,16,210,6-2,California,7/6/1981,9,6,Oakland Raiders / 1st / 31st pick / 2003,AsomNn20
81,Jason Avant,29,WR,14,6,210,6-0,Michigan,4/20/1983,6,4,Philadelphia Eagles / 4th / 109th pick / 2006,AvanJa00
93,Jason Babin,32,LB,11,11,267,6-3,Western Michigan,5/24/1980,8,4,Houston Texans / 1st / 27th pick / 2004,BabiJa20
77,Demetress Bell,28,T,9,5,301,6-5,Northwestern St. (LA),5/3/1984,4,2,Buffalo Bills / 7th / 219th pick / 2008,BellDe20
22,Brandon Boykin,22,CB,16,4,183,5-9,Georgia,7/13/1990,Rook,2,Philadelphia Eagles / 4th / 123rd pick / 2012,BoykBr00
34,Bryce Brown,21,RB,16,4,223,6-0,Kansas St.,5/14/1991,Rook,3,Philadelphia Eagles / 7th / 229th pick / 2012,BrowBr02
87,Brent Celek,27,TE,15,14,261,6-4,Cincinnati,1/25/1985,5,5,Philadelphia Eagles / 5th / 162nd pick / 2007,CeleBr00
51,Jamar Chaney,26,MLB,14,5,242,6-1,Mississippi St.,10/11/1986,2,2,Philadelphia Eagles / 7th / 220th pick / 2010,ChanJa98
58,Trent Cole,30,DE,16,16,270,6-3,Cincinnati,10/5/1982,7,6,Philadelphia Eagles / 5th / 146th pick / 2005,ColeTr20
42,Kurt Coleman,24,LB,14,14,208,5-11,Ohio St.,7/1/1988,2,5,Philadelphia Eagles / 7th / 244th pick / 2010,ColeKu99
14,Riley Cooper,25,WR,11,5,214,6-3,Florida,9/9/1987,2,2,Philadelphia Eagles / 5th / 159th pick / 2010,CoopRi00
91,Fletcher Cox,22,DT,15,9,310,6-4,Mississippi St.,12/13/1990,Rook,4,Philadelphia Eagles / 1st / 12th pick / 2012,CoxxFl00
75,Vinny Curry,24,DE,6,0,279,6-3,Marshall,6/30/1988,Rook,1,Philadelphia Eagles / 2nd / 59th pick / 2012,CurrVi00
90,Antonio Dixon,27,DT,1,0,325,6-2,Miami (FL),7/17/1985,3,0,,DixoAn99
46,Jon Dorenbos,32,C,16,0,250,6-0,Texas-El Paso,7/21/1980,9,2,,DoreJo20
65,King Dunlap,27,T,14,12,310,6-8,Auburn,9/9/1985,4,5,Philadelphia Eagles / 7th / 230th pick / 2008,DunlKi20
