No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
37,Javorius Allen,28,RB,10,0,218,6-0,USC,8/27/1991,4,0,Baltimore Ravens / 4th / 125th pick / 2015,,AlleJa01
27,Deandre Baker,22,CB,16,15,186,5-11,Georgia,9/4/1997,Rook,5,New York Giants / 1st / 30th pick / 2019,$495000,BakeDe00
25,Corey Ballentine,23,CB,13,2,191,6-0,Washburn,4/13/1996,Rook,1,New York Giants / 6th / 180th pick / 2019,$495000,BallCo00
26,Saquon Barkley,22,RB,13,13,233,5-11,Penn St.,2/9/1997,1,9,New York Giants / 1st / 2nd pick / 2018,$1897943,BarkSa00
23,Sam Beal,23,CB,6,3,177,6-1,Western Michigan,8/30/1996,Rook,1,New York Giants / 3rd / 1st pick / 2018 Supp,$665559,BealSa00
41,Antoine Bethea,35,DB,16,16,206,5-11,Howard,7/27/1984,13,6,Indianapolis Colts / 6th / 207th pick / 2006,$1725000,BethAn20
67,Evan Brown,23,C,1,0,320,6-3,SMU,9/16/1996,1,0,,$570000,BrowEv00
29,Deone Bucannon,27,SS,9,1,211,6-1,Washington St.,8/30/1992,5,2,Arizona Cardinals / 1st / 27th pick / 2014,,BucaDe00
59,Lorenzo Carter,24,DE,15,12,255,6-5,Georgia,12/10/1995,1,5,New York Giants / 3rd / 66th pick / 2018,$665613,CartLo01
36,Sean Chandler,23,FS,13,0,200,5-10,Temple,4/27/1996,1,1,,$570000,ChanSe00
57,Ryan Connelly,24,LB,4,3,234,6-2,Wisconsin,10/23/1995,Rook,2,New York Giants / 5th / 143rd pick / 2019,$495000,ConnRy00
17,Cody Core,25,WR,16,0,205,6-3,Mississippi,4/17/1994,3,0,Cincinnati Bengals / 6th / 199th pick / 2016,,CoreCo00
58,Tae Davis,23,LB,4,1,224,6-1,Chattanooga,8/14/1996,1,1,,$570000,DaviTa00
51,Zak DeOssie,35,LB,11,0,250,6-5,Brown,5/25/1984,12,1,New York Giants / 4th / 116th pick / 2007,$1030000,DeOsZa99
89,Garrett Dickerson,24,TE,4,0,248,6-3,Northwestern,12/30/1995,1,0,,$570000,DickGa00
9,Riley Dixon,26,P,16,0,221,6-4,Syracuse,8/24/1993,3,2,Denver Broncos / 7th / 228th pick / 2016,$720000,DixoRi00
52,Devante Downs,24,LB,7,0,252,6-2,California,10/18/1995,1,0,Minnesota Vikings / 7th / 225th pick / 2018,,DownDe00
85,Rhett Ellison,31,FB,10,7,255,6-5,USC,10/3/1988,7,1,Minnesota Vikings / 4th / 128th pick / 2012,$4475000,ElliRh00
88,Evan Engram,25,TE,8,6,240,6-3,Mississippi,9/2/1994,2,4,New York Giants / 1st / 23rd pick / 2017,$1439391,EngrEv00
18,Bennie Fowler,28,WR,8,2,212,6-1,Michigan St.,6/10/1991,5,2,,$805000,FowlBe00
22,Wayne Gallman,25,RB,10,2,210,6-0,Clemson,10/1/1994,2,1,New York Giants / 4th / 140th pick / 2017,$645000,GallWa00
65,Nick Gates,24,OT,16,3,307,6-5,Nebraska,11/27/1995,1,2,,$495000,GateNi00
38,Rashaan Gaulden,24,CB,1,0,200,6-0,Tennessee,1/23/1995,1,0,Carolina Panthers / 3rd / 85th pick / 2018,,GaulRa00
44,Markus Golden,28,OLB,16,16,260,6-3,Missouri,3/13/1991,4,8,Arizona Cardinals / 2nd / 58th pick / 2015,$975000,GoldMa00
75,Jon Halapio,28,OG,15,15,315,6-3,Florida,6/23/1991,5,7,New England Patriots / 6th / 179th pick / 2014,$645000,HalaJo00
34,Grant Haley,23,CB,15,3,190,5-9,Penn St.,1/6/1996,1,2,,$570000,HaleGr00
30,Antonio Hamilton,26,CB,16,2,188,6-0,South Carolina St.,1/24/1993,3,1,,,HamiAn01
71,Will Hernandez,24,OG,16,16,327,6-2,Texas-El Paso,9/2/1995,1,8,New York Giants / 2nd / 34th pick / 2018,$818670,HernWi00
95,B.J. Hill,24,DT,16,5,303,6-3,North Carolina St.,4/20/1995,1,3,New York Giants / 3rd / 69th pick / 2018,$664345,HillB.00
28,Jon Hilliman,24,RB,3,1,216,5-11,Rutgers,11/14/1995,Rook,1,,,HillJo03
