No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Player-additional
44,Matt Asiata,28,FB,16,0,229,5-11,Snow College (UT)Utah,7/24/1987,3,2,,AsiaMa00
55,Anthony Barr,23,OLB,14,14,257,6-5,UCLA,3/18/1992,1,9,Minnesota Vikings / 1st / 9th pick / 2014,BarrAn00
61,Joe Berger,33,T,16,16,305,6-5,Michigan Tech,5/25/1982,10,7,Carolina Panthers / 6th / 207th pick / 2005,BergJo20
36,Robert Blanton,26,CB,16,1,208,6-1,Notre Dame,9/7/1989,3,1,Minnesota Vikings / 5th / 139th pick / 2012,BlanRo00
5,Teddy Bridgewater,23,QB,16,16,215,6-2,Louisville,11/10/1992,1,14,Minnesota Vikings / 1st / 32nd pick / 2014,BridTe00
68,T.J. Clemmings,24,OT,16,16,337,6-4,Pittsburgh,11/18/1991,Rook,7,Minnesota Vikings / 4th / 110th pick / 2015,ClemT.00
57,Audie Cole,26,ILB,7,1,246,6-4,North Carolina St.,6/1/1989,3,1,Minnesota Vikings / 7th / 210th pick / 2012,ColeAu00
95,Scott Crichton,24,DE,13,0,273,6-3,Oregon St.,10/30/1991,1,1,Minnesota Vikings / 3rd / 72nd pick / 2014,CricSc00
14,Stefon Diggs,22,WR,13,9,191,6-0,Maryland,11/29/1993,Rook,8,Minnesota Vikings / 5th / 146th pick / 2015,DiggSt00
72,Kenrick Ellis,28,DL,9,0,346,6-5,Hampton,12/10/1987,4,1,New York Jets / 3rd / 94th pick / 2011,ElliKe01
85,Rhett Ellison,27,FB,15,9,255,6-5,USC,10/3/1988,3,1,Minnesota Vikings / 4th / 128th pick / 2012,ElliRh00
32,Antone Exum,24,CB,12,2,219,6-0,Virginia Tech,2/27/1991,1,2,Minnesota Vikings / 6th / 182nd pick / 2014,ExumAn00
73,Sharrif Floyd,23,DT,13,12,297,6-3,Florida,5/28/1992,2,6,Minnesota Vikings / 1st / 23rd pick / 2013,FloySh00
63,Brandon Fusco,27,C,16,16,306,6-4,Slippery Rock,7/26/1988,4,7,Minnesota Vikings / 6th / 172nd pick / 2011,FuscBr00
52,Chad Greenway,32,LB,16,12,237,6-3,Iowa,1/12/1983,8,7,Minnesota Vikings / 1st / 17th pick / 2006,GreeCh99
97,Everson Griffen,28,DE,15,15,273,6-3,USC,12/22/1987,5,11,Minnesota Vikings / 4th / 100th pick / 2010,GrifEv99
41,Anthony Harris,24,DB,4,2,202,6-1,Virginia,10/9/1991,Rook,1,,HarrAn01
79,Mike Harris,27,T,16,16,310,6-5,UCLA,12/5/1988,3,7,,HarrMi01
13,Shaun Hill,35,QB,3,0,230,6-3,Maryland,1/9/1980,10,0,,HillSh00
50,Gerald Hodges,24,OLB,4,3,236,6-2,Penn St.,1/17/1991,2,2,Minnesota Vikings / 4th / 120th pick / 2013,HodgGe00
99,Danielle Hunter,21,DE,14,1,263,6-5,LSU,10/29/1994,Rook,3,Minnesota Vikings / 3rd / 88th pick / 2015,HuntDa01
